# Funções extraídas de libfs16.so
# Endereço           | Nome Original                            | Nome Demangled
----------------------------------------------------------------------------------------------------
0000000000221624   | _ZN17GameStateSaveGame10onStateEndEv     | GameStateSaveGame::onStateEnd()
0000000000224fd0   | _ZN9b2Simplex9ReadCacheEPK14b2SimplexCachePK15b2DistanceProxyRK11b2TransformS5_S8_ | b2Simplex::ReadCache(b2SimplexCache const*, b2DistanceProxy const*, b2Transform const&, b2DistanceProxy const*, b2Transform const&)
000000000024bbc8   | Java_com_giantssoftware_lib_RewardedAdsProvider_nativeCallbackSetRequiresConsent | Java_com_giantssoftware_lib_RewardedAdsProvider_nativeCallbackSetRequiresConsent
0000000000262780   | _ZN3Cki17NativeStreamSoundD0Ev           | Cki::NativeStreamSound::~NativeStreamSound()
0000000000297204   | _ZN11DebugScreen21setResetIntroCallbackEjj | DebugScreen::setResetIntroCallback(unsigned int, unsigned int)
000000000021d8d4   | _ZN19GameStateIngameShop8sellItemEj      | GameStateIngameShop::sellItem(unsigned int)
0000000000286084   | _Z25gui_formatNumberShortFormPcj         | gui_formatNumberShortForm(char*, unsigned int)
0000000000296360   | _ZN11SaveGameBox11SGBoxButtonD0Ev        | SaveGameBox::SGBoxButton::~SGBoxButton()
00000000002ad60c   | _ZNSt6__ndk16vectorIP9MenuImageNS_9allocatorIS2_EEE8__appendEm | std::__ndk1::vector<MenuImage*, std::__ndk1::allocator<MenuImage*> >::__append(unsigned long)
00000000003425e4   | _ZNKSt6__ndk17num_getIwNS_19istreambuf_iteratorIwNS_11char_traitsIwEEEEE17__do_get_unsignedIyEES4_S4_S4_RNS_8ios_baseERjRT_ | std::__ndk1::istreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> > std::__ndk1::num_get<wchar_t, std::__ndk1::istreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> > >::__do_get_unsigned<unsigned long long>(std::__ndk1::istreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> >, std::__ndk1::istreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> >, std::__ndk1::ios_base&, unsigned int&, unsigned long long&) const
000000000035dc88   | _ZNSt6__ndk112ctype_bynameIcEC2ERKNS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEm | std::__ndk1::ctype_byname<char>::ctype_byname(std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> > const&, unsigned long)
0000000000353c50   | _ZNSt6__ndk114codecvt_bynameIcc9mbstate_tED1Ev | std::__ndk1::codecvt_byname<char, char, mbstate_t>::~codecvt_byname()
00000000002846fc   | _ZN18GUIResourceManagerD1Ev              | GUIResourceManager::~GUIResourceManager()
000000000024d148   | _ZN3Cki10AudioGraph6updateEv             | Cki::AudioGraph::update()
0000000000273640   | _ZNK3Cki9SubStream6getPosEv              | Cki::SubStream::getPos() const
00000000002d6198   | _ZN8tinyxml210XMLPrinter9VisitExitERKNS_10XMLElementE | tinyxml2::XMLPrinter::VisitExit(tinyxml2::XMLElement const&)
000000000030431c   | png_get_pCAL                             | png_get_pCAL
0000000000292318   | _ZN13GenericButton19setTriggerOnBackKeyEb | GenericButton::setTriggerOnBackKey(bool)
000000000032f7d8   | _ZNSt6__ndk115basic_streambufIcNS_11char_traitsIcEEE8in_availEv | std::__ndk1::basic_streambuf<char, std::__ndk1::char_traits<char> >::in_avail()
000000000022af2c   | _ZN7b2World8SolveTOIERK10b2TimeStep      | b2World::SolveTOI(b2TimeStep const&)
000000000027405c   | _ZN3Cki5Audio4initEv                     | Cki::Audio::init()
0000000000290598   | _ZN8EmptyBoxD2Ev                         | EmptyBox::~EmptyBox()
00000000002cc63c   | _ZN11GsBitStreamC2EPhjb                  | GsBitStream::GsBitStream(unsigned char*, unsigned int, bool)
00000000002f1090   | jpeg_new_colormap                        | jpeg_new_colormap
000000000033c810   | _ZNSt13exception_ptrD2Ev                 | std::exception_ptr::~exception_ptr()
0000000000373254   | _ZNSt6__ndk14stodERKNS_12basic_stringIwNS_11char_traitsIwEENS_9allocatorIwEEEEPm | std::__ndk1::stod(std::__ndk1::basic_string<wchar_t, std::__ndk1::char_traits<wchar_t>, std::__ndk1::allocator<wchar_t> > const&, unsigned long*)
000000000036dee0   | _ZNSt6__ndk112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEC1ERKS5_ | std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> >::basic_string(std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> > const&)
00000000001bab04   | _ZN10PathFinder27findClosestPointOnPolyLinesEPKfRjS2_RfS3_ | PathFinder::findClosestPointOnPolyLines(float const*, unsigned int&, unsigned int&, float&, float&)
0000000000261624   | _ZN3Cki10GraphSound13updateVirtualEv     | Cki::GraphSound::updateVirtual()
00000000002877e4   | _ZN8MenuItem13getGreenValueEv            | MenuItem::getGreenValue()
00000000002b6d5c   | _ZN10ShopScreen17createColorWindowEv     | ShopScreen::createColorWindow()
00000000002bcff8   | _ZN11StatsScreen14createTitleRowEP8MenuItemPNS_10sBoxLayoutEPKcS5_b | StatsScreen::createTitleRow(MenuItem*, StatsScreen::sBoxLayout*, char const*, char const*, bool)
00000000003036dc   | png_get_image_width                      | png_get_image_width
000000000032f0f4   | _ZNSt6__ndk19basic_iosIcNS_11char_traitsIcEEED1Ev | std::__ndk1::basic_ios<char, std::__ndk1::char_traits<char> >::~basic_ios()
00000000001bfb48   | _ZN5StatsC2Ev                            | Stats::Stats()
0000000000270f80   | _ZNK3Cki4Path9getLengthEv                | Cki::Path::getLength() const
000000000024720c   | _ZN15AndroidActivity13getAndroidAppEv    | AndroidActivity::getAndroidApp()
0000000000264aac   | _ZNK3Cki13PcmI16Decoder12getNumFramesEv  | Cki::PcmI16Decoder::getNumFrames() const
0000000000253404   | _ZN3Cki9AudioUtil15convertToStereoEPKiPii | Cki::AudioUtil::convertToStereo(int const*, int*, int)
00000000002b1d6c   | _ZN13NewHelpScreenC2EP18GUIResourceManagerP24GLESHandheldRenderDevice | NewHelpScreen::NewHelpScreen(GUIResourceManager*, GLESHandheldRenderDevice*)
0000000000262b38   | _ZNK3Cki17NativeStreamSound13getSampleRateEv | Cki::NativeStreamSound::getSampleRate() const
00000000002982e8   | _ZN12GuiDialogBoxD0Ev                    | GuiDialogBox::~GuiDialogBox()
00000000002a3014   | _ZN14InteractiveBoxC1Eiiii10eAlignmentS0_ | InteractiveBox::InteractiveBox(int, int, int, int, eAlignment, eAlignment)
000000000038fd64   | _ZNSt15underflow_errorD0Ev               | std::underflow_error::~underflow_error()
0000000000265df8   | _ZNK3Cki4ListINS_5SoundELi0EE8containsEPS1_ | Cki::List<Cki::Sound, 0>::contains(Cki::Sound*) const
0000000000287f8c   | _ZN8MenuItem11getWidthPxlEv              | MenuItem::getWidthPxl()
0000000000301008   | png_gamma_8bit_correct                   | png_gamma_8bit_correct
000000000023debc   | _ZN24GLESHandheldRenderDevice31enqueueSetOverlaySpriteRotationEf | GLESHandheldRenderDevice::enqueueSetOverlaySpriteRotation(float)
0000000000297208   | _ZN11RangeButtonC1Ejjiiii10eAlignmentS0_ | RangeButton::RangeButton(unsigned int, unsigned int, int, int, int, int, eAlignment, eAlignment)
000000000033c90c   | _ZNSt16nested_exceptionD0Ev              | std::nested_exception::~nested_exception()
0000000000339948   | _ZNSt6__ndk113basic_ostreamIwNS_11char_traitsIwEEElsEPFRS3_S4_E | std::__ndk1::basic_ostream<wchar_t, std::__ndk1::char_traits<wchar_t> >::operator<<(std::__ndk1::basic_ostream<wchar_t, std::__ndk1::char_traits<wchar_t> >& (*)(std::__ndk1::basic_ostream<wchar_t, std::__ndk1::char_traits<wchar_t> >&))
000000000038f99c   | _ZNSt16invalid_argumentD1Ev              | std::invalid_argument::~invalid_argument()
0000000000212754   | _ZN13GameStateBase7getTreeEj             | GameStateBase::getTree(unsigned int)
0000000000268220   | _ZNK3Cki5Sound14getFinalVolumeEv         | Cki::Sound::getFinalVolume() const
00000000002888e0   | _ZN8MenuItem5setupEjii10eAlignmentS0_ii  | MenuItem::setup(unsigned int, int, int, eAlignment, eAlignment, int, int)
00000000001ca820   | _ZNK4Tool15getSpeedPenaltyEv             | Tool::getSpeedPenalty() const
00000000002287ac   | _ZN16b2ContactManagerC2Ev                | b2ContactManager::b2ContactManager()
00000000002896dc   | _ZN17TransitionManagerD0Ev               | TransitionManager::~TransitionManager()
000000000036d760   | _ZNSt11logic_errorC2ERKS_                | std::logic_error::logic_error(std::logic_error const&)
000000000021a0f4   | _ZN16GameStateCreditsC1EP7Adapter        | GameStateCredits::GameStateCredits(Adapter*)
0000000000269898   | _ZThn216_N3Cki14CksStreamSoundD1Ev       | non-virtual thunk to Cki::CksStreamSound::~CksStreamSound()
00000000002e22f4   | _ZN11dtNodeQueueC1Ei                     | dtNodeQueue::dtNodeQueue(int)
0000000000246e50   | _ZN15AndroidActivity15createGLContextEv  | AndroidActivity::createGLContext()
0000000000252c40   | _ZN3Cki9AudioUtil22convertI8toI32_defaultEPKaPii | Cki::AudioUtil::convertI8toI32_default(signed char const*, int*, int)
00000000002a01d8   | _ZN13ToolbarButton4initEjiiii10eAlignmentS0_ | ToolbarButton::init(unsigned int, int, int, int, int, eAlignment, eAlignment)
000000000029c8e0   | _ZN12FundsReadout4initEjii10eAlignmentS0_ii | FundsReadout::init(unsigned int, int, int, eAlignment, eAlignment, int, int)
00000000001e2fc0   | _ZN13EntityManager27getHarvesterFullIconTextureEv | EntityManager::getHarvesterFullIconTexture()
000000000028186c   | ogg_sync_buffer                          | ogg_sync_buffer
00000000002bec88   | _ZN11BitmapImageC2ERK9ImageDesc          | BitmapImage::BitmapImage(ImageDesc const&)
000000000037785c   | _ZNSt6__ndk117__assoc_sub_state28set_exception_at_thread_exitESt13exception_ptr | std::__ndk1::__assoc_sub_state::set_exception_at_thread_exit(std::exception_ptr)
0000000000367c7c   | _ZNSt6__ndk110__time_putD2Ev             | std::__ndk1::__time_put::~__time_put()
00000000001916b4   | _ZN10RenderArgsC2Ev                      | RenderArgs::RenderArgs()
000000000031475c   | png_set_text_2                           | png_set_text_2
00000000001e2e6c   | _ZN13EntityManager14getVehicleDescEj     | EntityManager::getVehicleDesc(unsigned int)
000000000022bb18   | _ZN7b2World9DrawShapeEP9b2FixtureRK11b2TransformRK7b2Color | b2World::DrawShape(b2Fixture*, b2Transform const&, b2Color const&)
000000000024d610   | _ZN3Cki4ListINS_9AudioNodeELi0EE4NodeC2Ev | Cki::List<Cki::AudioNode, 0>::Node::Node()
000000000025c7f4   | _ZN3Cki4ListINS_6EffectELi0EE6removeEPS1_ | Cki::List<Cki::Effect, 0>::remove(Cki::Effect*)
0000000000272ea0   | _ZN3Cki6String7eraseToEi                 | Cki::String::eraseTo(int)
00000000002ae6a8   | _ZN6MapDot12onDeselectedEv               | MapDot::onDeselected()
00000000001a68c4   | _ZN15GameMultiplayer31sendToAllPlayingClientsOrServerEPKhj | GameMultiplayer::sendToAllPlayingClientsOrServer(unsigned char const*, unsigned int)
000000000024cfd4   | _ZN3Cki10AudioGraph5startEv              | Cki::AudioGraph::start()
0000000000286678   | _ZN8MenuItem22checkWindowSizeChangedEv   | MenuItem::checkWindowSizeChanged()
00000000002d61d8   | _ZN8tinyxml210XMLPrinter5VisitERKNS_7XMLTextE | tinyxml2::XMLPrinter::Visit(tinyxml2::XMLText const&)
00000000003358a8   | _ZNSt6__ndk113basic_istreamIwNS_11char_traitsIwEEE3getERw | std::__ndk1::basic_istream<wchar_t, std::__ndk1::char_traits<wchar_t> >::get(wchar_t&)
000000000036d4d8   | _ZdaPvRKSt9nothrow_t                     | operator delete[](void*, std::nothrow_t const&)
0000000000219440   | _ZN13GameStateBase26fillAiDeliveryDestinationsEP7VehicleP11sDialogDesc | GameStateBase::fillAiDeliveryDestinations(Vehicle*, sDialogDesc*)
00000000001dc960   | _ZN7Vehicle23calcSteerAngleForTargetE6b2Vec2RKS0_bRf | Vehicle::calcSteerAngleForTarget(b2Vec2, b2Vec2 const&, bool, float&)
00000000002c8cbc   | _ZN5PlaneC1Ev                            | Plane::Plane()
00000000001970a4   | _ZN4Bale9serializeEPh                    | Bale::serialize(unsigned char*)
0000000000287450   | _ZN8MenuItem8setScaleEfff15eTransitionType | MenuItem::setScale(float, float, float, eTransitionType)
00000000002d7724   | _Z13dtFreeNavMeshP9dtNavMesh             | dtFreeNavMesh(dtNavMesh*)
00000000001d2130   | _ZN7Vehicle15updatePipeStateEfbRP4Tool   | Vehicle::updatePipeState(float, bool, Tool*&)
000000000021bafc   | _ZN22GameStateIngameOptions14doDialogUpdateEf | GameStateIngameOptions::doDialogUpdate(float)
000000000024ba3c   | _ZN26AndroidRewardedAdsProviderD2Ev      | AndroidRewardedAdsProvider::~AndroidRewardedAdsProvider()
0000000000282fc0   | vorbis_synthesis                         | vorbis_synthesis
000000000036fb84   | _ZNSt6__ndk112basic_stringIwNS_11char_traitsIwEENS_9allocatorIwEEE7replaceEmmPKwm | std::__ndk1::basic_string<wchar_t, std::__ndk1::char_traits<wchar_t>, std::__ndk1::allocator<wchar_t> >::replace(unsigned long, unsigned long, wchar_t const*, unsigned long)
0000000000264d48   | _ZN3Cki16RingModProcessorC2Ev            | Cki::RingModProcessor::RingModProcessor()
0000000000244ebc   | _ZN24HandheldSystemDeviceBase20getResolutionScalingEv | HandheldSystemDeviceBase::getResolutionScaling()
000000000024e57c   | _ZN7_JNIEnv19CallStaticIntMethodEP7_jclassP10_jmethodIDz | _JNIEnv::CallStaticIntMethod(_jclass*, _jmethodID*, ...)
0000000000262778   | _ZThn216_N3Cki17NativeStreamSoundD1Ev    | non-virtual thunk to Cki::NativeStreamSound::~NativeStreamSound()
00000000002b4b90   | _ZN14SettingsScreenD2Ev                  | SettingsScreen::~SettingsScreen()
00000000002ebe30   | jinit_c_prep_controller                  | jinit_c_prep_controller
00000000003644bc   | _ZNSt6__ndk110__time_getC1ERKNS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEE | std::__ndk1::__time_get::__time_get(std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> > const&)
000000000019a644   | _ZN5FieldD1Ev                            | Field::~Field()
00000000002188cc   | _ZN13GameStateBase17addTrafficVehicleEN17EntityManagerDesc16TRAFFIC_VEHICLESEjfbRK7Vector3fj | GameStateBase::addTrafficVehicle(EntityManagerDesc::TRAFFIC_VEHICLES, unsigned int, float, bool, Vector3 const&, float, unsigned int)
0000000000278578   | vorbis_synthesis_init                    | vorbis_synthesis_init
00000000002aef28   | _ZN15LoadSavesScreen21setBackButtonCallbackEjjb | LoadSavesScreen::setBackButtonCallback(unsigned int, unsigned int, bool)
0000000000244a68   | _ZN30AndroidHandheldBluetoothServerC2Ev  | AndroidHandheldBluetoothServer::AndroidHandheldBluetoothServer()
0000000000262c10   | _ZN3Cki17NativeStreamSound7suspendEv     | Cki::NativeStreamSound::suspend()
0000000000287b20   | _ZN8MenuItem7setYPosEif15eTransitionType | MenuItem::setYPos(int, float, eTransitionType)
0000000000313714   | png_set_cHRM_fixed                       | png_set_cHRM_fixed
000000000024cdec   | CkStopCapture                            | CkStopCapture
0000000000261fd0   | _ZN3Cki7MixNode8addInputEPNS_9AudioNodeE | Cki::MixNode::addInput(Cki::AudioNode*)
0000000000251f1c   | _ZN3Cki7DecoderD0Ev                      | Cki::Decoder::~Decoder()
00000000003397d4   | _ZNSt6__ndk113basic_ostreamIwNS_11char_traitsIwEEE4swapERS3_ | std::__ndk1::basic_ostream<wchar_t, std::__ndk1::char_traits<wchar_t> >::swap(std::__ndk1::basic_ostream<wchar_t, std::__ndk1::char_traits<wchar_t> >&)
000000000023513c   | _ZNK12b2MotorJoint10GetAnchorAEv         | b2MotorJoint::GetAnchorA() const
00000000002b1a54   | _ZN15TextInputButton11getUsernameEv      | TextInputButton::getUsername()
00000000002b529c   | _ZN14SettingsScreen26setAdsConsentCloseCallbackEjjb | SettingsScreen::setAdsConsentCloseCallback(unsigned int, unsigned int, bool)
0000000000239fe0   | _ZN12b2WheelJoint13SetMotorSpeedEf       | b2WheelJoint::SetMotorSpeed(float)
000000000024e4c8   | _ZN3Cki15AudioTrackProxy16getMinBufferSizeEii | Cki::AudioTrackProxy::getMinBufferSize(int, int)
0000000000254590   | _ZN3Cki9AudioUtil17stereoPan_defaultEPiiRKNS_12VolumeMatrixE | Cki::AudioUtil::stereoPan_default(int*, int, Cki::VolumeMatrix const&)
0000000000265494   | _ZN3Cki4ListINS_12SharedBufferELi0EE8addFirstEPS1_ | Cki::List<Cki::SharedBuffer, 0>::addFirst(Cki::SharedBuffer*)
00000000001e2920   | _ZN13EntityManager11loadVehicleEP7VehicleN17EntityManagerDesc8VEHICLESERK7Vector3fj8PlayModePS5_ | EntityManager::loadVehicle(Vehicle*, EntityManagerDesc::VEHICLES, Vector3 const&, float, unsigned int, PlayMode, Vector3 const*)
00000000002514cc   | _ZN3Cki12BufferSourceC1ERKNS_6SampleE    | Cki::BufferSource::BufferSource(Cki::Sample const&)
00000000002894f0   | _ZN8MenuItem13getIsRootNodeEv            | MenuItem::getIsRootNode()
00000000003302e4   | _ZNSt6__ndk115basic_streambufIwNS_11char_traitsIwEEE5gbumpEi | std::__ndk1::basic_streambuf<wchar_t, std::__ndk1::char_traits<wchar_t> >::gbump(int)
0000000000244114   | _ZN25GenericHandheldWifiServer21checkConnectingClientEv | GenericHandheldWifiServer::checkConnectingClient()
00000000002872bc   | _ZN8MenuItem12setIsEnabledEb             | MenuItem::setIsEnabled(bool)
00000000002cbd58   | _ZTv0_n24_NSt6__ndk114basic_ifstreamIcNS_11char_traitsIcEEED0Ev | virtual thunk to std::__ndk1::basic_ifstream<char, std::__ndk1::char_traits<char> >::~basic_ifstream()
0000000000376480   | _ZNSt6__ndk112system_errorC1ENS_10error_codeEPKc | std::__ndk1::system_error::system_error(std::__ndk1::error_code, char const*)
000000000038fe20   | _ZNKSt8bad_cast4whatEv                   | std::bad_cast::what() const
00000000002d64b4   | _ZN8tinyxml27XMLNodeD2Ev                 | tinyxml2::XMLNode::~XMLNode()
00000000003298a8   | inflateCopy                              | inflateCopy
0000000000336374   | _ZNSt6__ndk113basic_istreamIwNS_11char_traitsIwEEE4peekEv | std::__ndk1::basic_istream<wchar_t, std::__ndk1::char_traits<wchar_t> >::peek()
000000000035ec64   | _ZNSt6__ndk17codecvtIwc9mbstate_tED0Ev   | std::__ndk1::codecvt<wchar_t, char, mbstate_t>::~codecvt()
000000000021b4f8   | _ZN25GameStateFrontEndSettings10onStateEndEv | GameStateFrontEndSettings::onStateEnd()
00000000002723b0   | _ZN3Cki6StringC1EPcNS0_8ExternalE        | Cki::String::String(char*, Cki::String::External)
0000000000293c00   | _ZN14MenuButtonBase10getTouchIDEv        | MenuButtonBase::getTouchID()
000000000023f3e0   | _ZN24AndroidAchievementDevice7signOutEv  | AndroidAchievementDevice::signOut()
0000000000244978   | _ZN30AndroidHandheldBluetoothClient13getNumServersEv | AndroidHandheldBluetoothClient::getNumServers()
000000000025ffd8   | _ZN3Cki22GraphOutputJavaAndroid16updateThreadFuncEPv | Cki::GraphOutputJavaAndroid::updateThreadFunc(void*)
00000000002a091c   | _ZN10HUDMiniMap7hideMapEv                | HUDMiniMap::hideMap()
00000000002b148c   | _ZN15TextInputButtonD1Ev                 | TextInputButton::~TextInputButton()
00000000001fbb88   | _ZN13GameStateBase24enqueueRenderTransparentEP10Renderer3DPP7VehiclejPP4TooljPP14TrafficVehiclejPP4BalejPP12TreeStandingjPP9TreePiecej | GameStateBase::enqueueRenderTransparent(Renderer3D*, Vehicle**, unsigned int, Tool**, unsigned int, TrafficVehicle**, unsigned int, Bale**, unsigned int, TreeStanding**, unsigned int, TreePiece**, unsigned int)
000000000026eff4   | _ZNK3Cki4ListINS_9DeletableELi0EE8containsEPS1_ | Cki::List<Cki::Deletable, 0>::contains(Cki::Deletable*) const
0000000000192dec   | _ZN11AudioSourceC2Ev                     | AudioSource::AudioSource()
000000000019fbd4   | _ZN4Game16loadGUIResourcesEv             | Game::loadGUIResources()
00000000001df98c   | _ZN7Vehicle11mpSerializeEP11GsBitStream  | Vehicle::mpSerialize(GsBitStream*)
0000000000231324   | _ZN15b2ContactSolver24SolveVelocityConstraintsEv | b2ContactSolver::SolveVelocityConstraints()
00000000002429d8   | _ZN21HandheldNetworkDevice12removeClientEj | HandheldNetworkDevice::removeClient(unsigned int)
000000000025c424   | _ZN3Cki4ListINS_6EffectELi0EE4Node7getNextEv | Cki::List<Cki::Effect, 0>::Node::getNext()
0000000000378a60   | __cxa_uncaught_exception                 | __cxa_uncaught_exception
0000000000244790   | _ZN19HandheldNetworkUtil27enableReceiveWifiBroadcastsEib | HandheldNetworkUtil::enableReceiveWifiBroadcasts(int, bool)
00000000002514a0   | _ZN3Cki12BufferHandle7releaseEv          | Cki::BufferHandle::release()
000000000035f4d8   | _ZNKSt6__ndk17codecvtIwc9mbstate_tE9do_lengthERS1_PKcS5_m | std::__ndk1::codecvt<wchar_t, char, mbstate_t>::do_length(mbstate_t&, char const*, char const*, unsigned long) const
000000000038fa60   | _ZNSt11range_errorD1Ev                   | std::range_error::~range_error()
000000000023b438   | _ZN24GLESHandheldRenderDeviceD2Ev        | GLESHandheldRenderDevice::~GLESHandheldRenderDevice()
0000000000283c38   | _ZN7AdapterC2Ev                          | Adapter::Adapter()
000000000021d7ec   | _ZN19GameStateIngameShop24showAdNotAvailableDialogEv | GameStateIngameShop::showAdNotAvailableDialog()
000000000026b448   | _ZN3Cki4ListINS_12StreamSourceELi0EE4NodeC1Ev | Cki::List<Cki::StreamSource, 0>::Node::Node()
0000000000277588   | ov_pcm_tell                              | ov_pcm_tell
000000000029f4a0   | _ZN10HUDToolbar19hideActivationArrowEv   | HUDToolbar::hideActivationArrow()
00000000002a03d8   | _ZN13ToolbarButton8activateEb            | ToolbarButton::activate(bool)
00000000002dc160   | _ZN14dtNavMeshQueryC2Ev                  | dtNavMeshQuery::dtNavMeshQuery()
000000000033bd08   | _ZNSt6__ndk114basic_iostreamIcNS_11char_traitsIcEEED1Ev | std::__ndk1::basic_iostream<char, std::__ndk1::char_traits<char> >::~basic_iostream()
0000000000221094   | _ZN15GameStatePrices12onStateStartEN10IGameState10eGameStateE | GameStatePrices::onStateStart(IGameState::eGameState)
000000000022cb40   | _ZN16b2StackAllocator8AllocateEi         | b2StackAllocator::Allocate(int)
0000000000246294   | _ZN27AndroidHandheldSystemDevice21getGLESWidthAndHeightERjS0_ | AndroidHandheldSystemDevice::getGLESWidthAndHeight(unsigned int&, unsigned int&)
00000000001c0dbc   | _ZN7TipSite12setFillLevelEN9FruitUtil10FILL_TYPESEf | TipSite::setFillLevel(FruitUtil::FILL_TYPES, float)
00000000002ccbd0   | _ZN11GsBitStream14setWriteOffsetEj       | GsBitStream::setWriteOffset(unsigned int)
000000000026fc98   | _ZNK3Cki10FileStream7isValidEv           | Cki::FileStream::isValid() const
000000000029162c   | _ZN12ButtonLayout6finishEbb              | ButtonLayout::finish(bool, bool)
0000000000297614   | _ZN11RangeButton22setRightButtonCallbackEjj | RangeButton::setRightButtonCallback(unsigned int, unsigned int)
00000000002a8edc   | _ZN14LargeMapScreen11handleInputEN23HandheldInputDeviceBase9TouchDescERjS2_ | LargeMapScreen::handleInput(HandheldInputDeviceBase::TouchDesc, unsigned int&, unsigned int&)
0000000000311804   | png_handle_unknown                       | png_handle_unknown
0000000000251854   | _ZN3Cki11AudioSource6updateEv            | Cki::AudioSource::update()
0000000000269c34   | _ZN3Cki14CksAudioStream11setBlockPosEi   | Cki::CksAudioStream::setBlockPos(int)
000000000025f000   | _ZN3Cki12FourCharCodeC1Ecccc             | Cki::FourCharCode::FourCharCode(char, char, char, char)
0000000000264b78   | _ZN3Cki12PcmI8Decoder6decodeEPfi         | Cki::PcmI8Decoder::decode(float*, int)
00000000002bf21c   | _ZTv0_n24_NSt6__ndk119basic_ostringstreamIcNS_11char_traitsIcEENS_9allocatorIcEEED1Ev | virtual thunk to std::__ndk1::basic_ostringstream<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> >::~basic_ostringstream()
0000000000225ffc   | _ZNK6b2Draw8GetFlagsEv                   | b2Draw::GetFlags() const
0000000000273330   | _ZNK3Cki6StringgtERKS0_                  | Cki::String::operator>(Cki::String const&) const
