# Funções extraídas de libfs16.so
# Endereço           | Nome Original                            | Nome Demangled
----------------------------------------------------------------------------------------------------
00000000002bece4   | _ZN11BitmapImage3setERK9ImageDesc        | BitmapImage::set(ImageDesc const&)
00000000002d7114   | _Z24dtDistancePtPolyEdgesSqrPKfS0_iPfS1_ | dtDistancePtPolyEdgesSqr(float const*, float const*, int, float*, float*)
00000000001e2e8c   | _ZN13EntityManager15getToolShopItemEj    | EntityManager::getToolShopItem(unsigned int)
0000000000290fb0   | _ZN8MenuText9setStringEPKc               | MenuText::setString(char const*)
00000000002cb164   | _ZTv0_n24_NSt6__ndk114basic_ofstreamIcNS_11char_traitsIcEEED0Ev | virtual thunk to std::__ndk1::basic_ofstream<char, std::__ndk1::char_traits<char> >::~basic_ofstream()
00000000001bb67c   | _ZN16PhysicsDebugDraw10BufferData7addQuadERK6b2Vec2S3_S3_S3_P24GLESHandheldRenderDeviceRKN24HandheldRenderDeviceBase17DefaultVertexDeclERK7Vector4 | PhysicsDebugDraw::BufferData::addQuad(b2Vec2 const&, b2Vec2 const&, b2Vec2 const&, b2Vec2 const&, GLESHandheldRenderDevice*, HandheldRenderDeviceBase::DefaultVertexDecl const&, Vector4 const&)
00000000002163e0   | _ZN13GameStateBase14toggleActivateEP7Vehicle | GameStateBase::toggleActivate(Vehicle*)
000000000021abdc   | _ZN24GameStateDifficultyLevelC1EP7AdapterP11DialogStack | GameStateDifficultyLevel::GameStateDifficultyLevel(Adapter*, DialogStack*)
0000000000225fdc   | _ZN6b2DrawC2Ev                           | b2Draw::b2Draw()
000000000024bb28   | _ZN26AndroidRewardedAdsProvider15bannerAdSetAreaEjj | AndroidRewardedAdsProvider::bannerAdSetArea(unsigned int, unsigned int)
00000000001d44d0   | _ZNK7Vehicle18getSteerPropertiesERfS0_   | Vehicle::getSteerProperties(float&, float&) const
0000000000232dc0   | _ZN15b2DistanceJointC2EPK18b2DistanceJointDef | b2DistanceJoint::b2DistanceJoint(b2DistanceJointDef const*)
000000000025b398   | _ZN3Cki9EffectBus11setBypassedEb         | Cki::EffectBus::setBypassed(bool)
0000000000288870   | _ZN8MenuItem13setSelectableEb            | MenuItem::setSelectable(bool)
00000000002ae88c   | _ZN6MapDot9makePulseEb                   | MapDot::makePulse(bool)
00000000001997f4   | _ZNK32DynamicsDetailedRaycastCallbacks13shouldCollideEPK6b2Body | DynamicsDetailedRaycastCallbacks::shouldCollide(b2Body const*) const
000000000024baa4   | _ZN26AndroidRewardedAdsProvider6updateEv | AndroidRewardedAdsProvider::update()
00000000001b6f90   | _ZN14ParticleSystem13killParticlesEv     | ParticleSystem::killParticles()
000000000022d924   | _ZN7b2Timer5ResetEv                      | b2Timer::Reset()
00000000001935c0   | _ZN21BackgroundMusicPlayer9setVolumeEfb  | BackgroundMusicPlayer::setVolume(float, bool)
00000000001a8d20   | _ZN15GameMultiplayer21serverSendFieldBoughtEj | GameMultiplayer::serverSendFieldBought(unsigned int)
0000000000284acc   | _ZN18GUIResourceManager21loadTextureColorAlphaEPKcS1_16eResourceHandles | GUIResourceManager::loadTextureColorAlpha(char const*, char const*, eResourceHandles)
00000000001a4440   | _ZN10GameEntity16isFixedOnTrailerEv      | GameEntity::isFixedOnTrailer()
000000000022a900   | _ZN7b2World12DestroyJointEP7b2Joint      | b2World::DestroyJoint(b2Joint*)
00000000001f7430   | _ZN13GameStateBase14updateGuiMoneyEv     | GameStateBase::updateGuiMoney()
000000000023de80   | _ZN24GLESHandheldRenderDevice12getTextWidthEPKc | GLESHandheldRenderDevice::getTextWidth(char const*)
00000000002720f4   | _ZN3Cki14RunningAverage6sampleEf         | Cki::RunningAverage::sample(float)
000000000033c1dc   | _ZNSt6__ndk18ios_base5pwordEi            | std::__ndk1::ios_base::pword(int)
00000000002b52ec   | _ZN14SettingsScreen27setAdsConsentYesNoCallbacksEjjjj | SettingsScreen::setAdsConsentYesNoCallbacks(unsigned int, unsigned int, unsigned int, unsigned int)
000000000021f138   | _ZN13GameStateLogo9onMessageEji          | GameStateLogo::onMessage(unsigned int, int)
000000000024f14c   | _ZNK3Cki4Bank9getSampleEi                | Cki::Bank::getSample(int) const
0000000000281940   | ogg_sync_wrote                           | ogg_sync_wrote
00000000002fd778   | png_create_info_struct                   | png_create_info_struct
000000000036d38c   | _ZNSt6__ndk15mutexD1Ev                   | std::__ndk1::mutex::~mutex()
000000000023f2cc   | _ZN24AndroidAchievementDeviceD0Ev        | AndroidAchievementDevice::~AndroidAchievementDevice()
000000000025c48c   | _ZN3Cki4ListINS_6EffectELi0EE8getFirstEv | Cki::List<Cki::Effect, 0>::getFirst()
00000000002bef94   | _ZN11BitmapImage8toStringEv              | BitmapImage::toString()
00000000002cb9f0   | _ZNSt6__ndk113basic_filebufIcNS_11char_traitsIcEEE9pbackfailEi | std::__ndk1::basic_filebuf<char, std::__ndk1::char_traits<char> >::pbackfail(int)
00000000001cce60   | _ZN4Tree11deserializeEPh                 | Tree::deserialize(unsigned char*)
000000000027756c   | ov_raw_tell                              | ov_raw_tell
00000000002b150c   | _ZN15TextInputButton12onDeselectedEv     | TextInputButton::onDeselected()
00000000002d99e4   | _ZNK9dtNavMesh12getTileByRefEj           | dtNavMesh::getTileByRef(unsigned int) const
000000000031fe68   | crc32_combine64                          | crc32_combine64
0000000000329230   | inflateGetDictionary                     | inflateGetDictionary
0000000000211f0c   | _ZN13GameStateBase14getAudioPlayerEv     | GameStateBase::getAudioPlayer()
00000000001aa604   | _ZN19InGameMessageSystem15getMessageCountEv | InGameMessageSystem::getMessageCount()
0000000000360b04   | _ZNKSt6__ndk114__codecvt_utf8IDsE16do_always_noconvEv | std::__ndk1::__codecvt_utf8<char16_t>::do_always_noconv() const
000000000019a4a8   | _ZN6Entity19mpClientInterpolateEf        | Entity::mpClientInterpolate(float)
00000000002a72b4   | _ZN14LargeMapScreen15createBox_StateEPP8EmptyBox | LargeMapScreen::createBox_State(EmptyBox**)
00000000002e2588   | jpeg_suppress_tables                     | jpeg_suppress_tables
00000000003309d8   | _ZNSt6__ndk113basic_ostreamIcNS_11char_traitsIcEEE5flushEv | std::__ndk1::basic_ostream<char, std::__ndk1::char_traits<char> >::flush()
000000000036d4c8   | _ZdlPvm                                  | operator delete(void*, unsigned long)
00000000002734cc   | _ZN3Cki9SubStreamC2ERNS_12BinaryStreamEii | Cki::SubStream::SubStream(Cki::BinaryStream&, int, int)
00000000002f2c54   | jpeg_huff_decode                         | jpeg_huff_decode
0000000000314c20   | png_set_sPLT                             | png_set_sPLT
000000000038fbe4   | _ZNSt12length_errorD0Ev                  | std::length_error::~length_error()
00000000001dc8e4   | _ZNK7Vehicle17getWorldWorkPointEv        | Vehicle::getWorldWorkPoint() const
00000000003306bc   | _ZNSt6__ndk113basic_istreamIcNS_11char_traitsIcEEED1Ev | std::__ndk1::basic_istream<char, std::__ndk1::char_traits<char> >::~basic_istream()
000000000030991c   | png_set_strip_16                         | png_set_strip_16
0000000000369a9c   | _ZNSt6__ndk115__codecvt_utf16IDsLb1EED0Ev | std::__ndk1::__codecvt_utf16<char16_t, true>::~__codecvt_utf16()
000000000035db70   | _ZNSt6__ndk112ctype_bynameIcEC1EPKcm     | std::__ndk1::ctype_byname<char>::ctype_byname(char const*, unsigned long)
000000000021f140   | _ZN15GameStateManualC2EP7AdapterP11DialogStackP8SettingsP17GameSetupSettings | GameStateManual::GameStateManual(Adapter*, DialogStack*, Settings*, GameSetupSettings*)
000000000026a0a8   | _ZN3Cki9SoundNameC1EPKc                  | Cki::SoundName::SoundName(char const*)
00000000002689e4   | _ZN3Cki8TreeNodeINS_5MixerEE8addChildEPS1_ | Cki::TreeNode<Cki::Mixer>::addChild(Cki::Mixer*)
000000000026eb98   | _ZN3Cki4ListINS_9DeletableELi0EE4Node7getNextEv | Cki::List<Cki::Deletable, 0>::Node::getNext()
0000000000225a1c   | _ZNK14b2PolygonShape11ComputeMassEP10b2MassDataf | b2PolygonShape::ComputeMass(b2MassData*, float) const
000000000032fbe8   | _ZNSt6__ndk115basic_streambufIcNS_11char_traitsIcEEE7seekoffExNS_8ios_base7seekdirEj | std::__ndk1::basic_streambuf<char, std::__ndk1::char_traits<char> >::seekoff(long long, std::__ndk1::ios_base::seekdir, unsigned int)
00000000001c0a78   | _ZN7TipSite5resetEj                      | TipSite::reset(unsigned int)
000000000024d640   | _ZN3Cki4ListINS_9AudioNodeELi0EEC1Ev     | Cki::List<Cki::AudioNode, 0>::List()
0000000000279d40   | oggpackB_writecheck                      | oggpackB_writecheck
00000000002474cc   | _ZN15AndroidActivity11handleInputEP11AInputEvent | AndroidActivity::handleInput(AInputEvent*)
000000000028fbd8   | _ZN9MenuImage9initImageE13eImageAliasesj | MenuImage::initImage(eImageAliases, unsigned int)
00000000002d698c   | _ZN8tinyxml28MemPoolTILi96EE10SetTrackedEv | tinyxml2::MemPoolT<96>::SetTracked()
0000000000377b24   | _ZNSt6__ndk117__assoc_sub_state4waitEv   | std::__ndk1::__assoc_sub_state::wait()
000000000035c998   | _ZNSt6__ndk114collate_bynameIwED2Ev      | std::__ndk1::collate_byname<wchar_t>::~collate_byname()
00000000002b3efc   | _ZN12PricesScreen21setPrevButtonCallbackEjjj | PricesScreen::setPrevButtonCallback(unsigned int, unsigned int, unsigned int)
000000000025cdd0   | _ZN3Cki5ArrayINS_6Effect11FactoryInfoEE4lastEv | Cki::Array<Cki::Effect::FactoryInfo>::last()
000000000034e180   | _ZNKSt6__ndk117moneypunct_bynameIwLb0EE16do_positive_signEv | std::__ndk1::moneypunct_byname<wchar_t, false>::do_positive_sign() const
0000000000197dec   | _ZN4Cows4loadEP10Renderer3DP7TextureP27AndroidHandheldSystemDeviceP12AssetManagerjP7TipSite | Cows::load(Renderer3D*, Texture*, AndroidHandheldSystemDevice*, AssetManager*, unsigned int, TipSite*)
000000000030a46c   | png_set_gamma_fixed                      | png_set_gamma_fixed
00000000001bfb5c   | _ZN5StatsC1ERKS_                         | Stats::Stats(Stats const&)
000000000025a6f8   | _ZN3Cki4ListINS_9EffectBusELi0EED2Ev     | Cki::List<Cki::EffectBus, 0>::~List()
0000000000290400   | _ZN9MenuImage8doUpdateEf                 | MenuImage::doUpdate(float)
0000000000332334   | _ZNSt6__ndk113basic_istreamIcNS_11char_traitsIcEEE3getERc | std::__ndk1::basic_istream<char, std::__ndk1::char_traits<char> >::get(char&)
0000000000361364   | _ZNKSt6__ndk115__codecvt_utf16IwLb1EE16do_always_noconvEv | std::__ndk1::__codecvt_utf16<wchar_t, true>::do_always_noconv() const
000000000023d4a0   | _ZN24GLESHandheldRenderDevice11setZPrePassEb | GLESHandheldRenderDevice::setZPrePass(bool)
0000000000238234   | _ZN15b2RevoluteJoint4DumpEv              | b2RevoluteJoint::Dump()
00000000002cbec0   | _ZNSt6__ndk16vectorIN8FileUtil8FileInfoENS_9allocatorIS2_EEE21__push_back_slow_pathIRKS2_EEvOT_ | void std::__ndk1::vector<FileUtil::FileInfo, std::__ndk1::allocator<FileUtil::FileInfo> >::__push_back_slow_path<FileUtil::FileInfo const&>(FileUtil::FileInfo const&)
0000000000347508   | _ZNKSt6__ndk17num_putIwNS_19ostreambuf_iteratorIwNS_11char_traitsIwEEEEE6do_putES4_RNS_8ios_baseEwb | std::__ndk1::num_put<wchar_t, std::__ndk1::ostreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> > >::do_put(std::__ndk1::ostreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> >, std::__ndk1::ios_base&, wchar_t, bool) const
00000000001aa20c   | _ZN16GameEventManager9getEntityEN6Entity11ENTITY_TYPEEj | GameEventManager::getEntity(Entity::ENTITY_TYPE, unsigned int)
00000000001987e0   | _ZN4Cows13enqueueRenderER10RenderArgsP24GLESHandheldRenderDevice | Cows::enqueueRender(RenderArgs&, GLESHandheldRenderDevice*)
0000000000270538   | _ZN3Cki6Logger5writeERNS_10TextWriterE9CkLogTypePKc | Cki::Logger::write(Cki::TextWriter&, CkLogType, char const*)
00000000003486f0   | _ZNKSt6__ndk17num_putIwNS_19ostreambuf_iteratorIwNS_11char_traitsIwEEEEE6do_putES4_RNS_8ios_baseEwd | std::__ndk1::num_put<wchar_t, std::__ndk1::ostreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> > >::do_put(std::__ndk1::ostreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> >, std::__ndk1::ios_base&, wchar_t, double) const
000000000023faac   | _ZN31CricketAudioHandheldAudioDevice12createBufferEPKhj | CricketAudioHandheldAudioDevice::createBuffer(unsigned char const*, unsigned int)
00000000002bebb8   | _ZN11StatsScreen12gotoNextPageEv         | StatsScreen::gotoNextPage()
000000000029ff14   | _ZN15ThreeSliceImage18setIsVerticalImageEb | ThreeSliceImage::setIsVerticalImage(bool)
000000000032ff14   | _ZNSt6__ndk115basic_streambufIwNS_11char_traitsIwEEE7pubsyncEv | std::__ndk1::basic_streambuf<wchar_t, std::__ndk1::char_traits<wchar_t> >::pubsync()
0000000000349168   | _ZNKSt6__ndk17num_putIwNS_19ostreambuf_iteratorIwNS_11char_traitsIwEEEEE6do_putES4_RNS_8ios_baseEwe | std::__ndk1::num_put<wchar_t, std::__ndk1::ostreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> > >::do_put(std::__ndk1::ostreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> >, std::__ndk1::ios_base&, wchar_t, long double) const
0000000000361abc   | _ZNKSt6__ndk115__codecvt_utf16IDiLb0EE16do_always_noconvEv | std::__ndk1::__codecvt_utf16<char32_t, false>::do_always_noconv() const
0000000000274d14   | _ZN3Cki10TextWriter6writefEPKcz          | Cki::TextWriter::writef(char const*, ...)
0000000000293398   | _ZN14MenuButtonBase7onInputERjS0_        | MenuButtonBase::onInput(unsigned int&, unsigned int&)
00000000002cec00   | _ZN10StringUtil13unicodeToUtf8EjPc       | StringUtil::unicodeToUtf8(unsigned int, char*)
000000000036e1b0   | _ZNSt6__ndk112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6insertEmmc | std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> >::insert(unsigned long, unsigned long, char)
00000000002b97e8   | _ZN10ShopScreen13getInfoStringEv         | ShopScreen::getInfoString()
0000000000258728   | _ZN3Cki9AudioUtil10scale_neonEPKfPfif    | Cki::AudioUtil::scale_neon(float const*, float*, int, float)
0000000000240dc8   | _ZN23HandheldInputDeviceBase10touchMovedEyffd | HandheldInputDeviceBase::touchMoved(unsigned long long, float, float, double)
00000000003301f0   | _ZNSt6__ndk115basic_streambufIwNS_11char_traitsIwEEE4swapERS3_ | std::__ndk1::basic_streambuf<wchar_t, std::__ndk1::char_traits<wchar_t> >::swap(std::__ndk1::basic_streambuf<wchar_t, std::__ndk1::char_traits<wchar_t> >&)
0000000000375ddc   | _ZNKSt6__ndk114error_category10equivalentEiRKNS_15error_conditionE | std::__ndk1::error_category::equivalent(int, std::__ndk1::error_condition const&) const
0000000000240428   | _ZNK17CricketCustomFile7getSizeEv        | CricketCustomFile::getSize() const
000000000025b8ac   | _ZN3Cki13EffectBusNode7processIfEENS_12BufferHandleEibRb | Cki::BufferHandle Cki::EffectBusNode::process<float>(int, bool, bool&)
0000000000296384   | _ZN13CreditsScreenC2EP18GUIResourceManager | CreditsScreen::CreditsScreen(GUIResourceManager*)
000000000034e1dc   | _ZNKSt6__ndk117moneypunct_bynameIwLb1EE11do_groupingEv | std::__ndk1::moneypunct_byname<wchar_t, true>::do_grouping() const
000000000035d618   | _ZNSt6__ndk15ctypeIcED0Ev                | std::__ndk1::ctype<char>::~ctype()
0000000000267304   | _ZN3Cki5Sound9setPausedEb                | Cki::Sound::setPaused(bool)
000000000025d47c   | _ZThn16_N3Cki6EffectD0Ev                 | non-virtual thunk to Cki::Effect::~Effect()
0000000000264abc   | _ZN3Cki13PcmI16DecoderD0Ev               | Cki::PcmI16Decoder::~PcmI16Decoder()
000000000026bb14   | _ZN3Cki12StreamSourceD0Ev                | Cki::StreamSource::~StreamSource()
0000000000319588   | png_save_uint_16                         | png_save_uint_16
0000000000192ed8   | _ZN11AudioSource5pauseEv                 | AudioSource::pause()
0000000000245994   | _ZN27AndroidHandheldSystemDevice10fileExistsEPKcb | AndroidHandheldSystemDevice::fileExists(char const*, bool)
000000000024ee48   | _ZN3Cki4Bank7destroyEv                   | Cki::Bank::destroy()
0000000000271518   | _ZN3Cki10ReadStream4readEPvi             | Cki::ReadStream::read(void*, int)
0000000000347714   | _ZNKSt6__ndk17num_putIwNS_19ostreambuf_iteratorIwNS_11char_traitsIwEEEEE6do_putES4_RNS_8ios_baseEwl | std::__ndk1::num_put<wchar_t, std::__ndk1::ostreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> > >::do_put(std::__ndk1::ostreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> >, std::__ndk1::ios_base&, wchar_t, long) const
000000000036a184   | _ZNSt6__ndk116__narrow_to_utf8ILm16EED1Ev | std::__ndk1::__narrow_to_utf8<16ul>::~__narrow_to_utf8()
000000000028881c   | _ZN8MenuItem12onDeselectedEv             | MenuItem::onDeselected()
00000000003481f4   | _ZNKSt6__ndk17num_putIwNS_19ostreambuf_iteratorIwNS_11char_traitsIwEEEEE6do_putES4_RNS_8ios_baseEwm | std::__ndk1::num_put<wchar_t, std::__ndk1::ostreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> > >::do_put(std::__ndk1::ostreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> >, std::__ndk1::ios_base&, wchar_t, unsigned long) const
00000000001d01cc   | _ZN7Vehicle7destroyEv                    | Vehicle::destroy()
0000000000214c98   | _ZN13GameStateBase8sellItemEj            | GameStateBase::sellItem(unsigned int)
00000000002b3f64   | _ZN14SettingsScreenC1EP18GUIResourceManager | SettingsScreen::SettingsScreen(GUIResourceManager*)
000000000026c768   | _ZNK3Cki12VolumeMatrix8getPowerEv        | Cki::VolumeMatrix::getPower() const
00000000002d77bc   | _ZN9dtNavMeshC1Ev                        | dtNavMesh::dtNavMesh()
00000000001b1b54   | _ZN14MissionManager26setTutorialRelatedEntitiesEjjj | MissionManager::setTutorialRelatedEntities(unsigned int, unsigned int, unsigned int)
0000000000288abc   | _ZN8MenuItem16applyScreenAlignERfS0_S0_S0_j | MenuItem::applyScreenAlign(float&, float&, float&, float&, unsigned int)
00000000002c94fc   | _ZN8FileUtil21getUserProfileAppPathEPKcRNSt6__ndk112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEb | FileUtil::getUserProfileAppPath(char const*, std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> >&, bool)
00000000002d4f4c   | _ZN8tinyxml211XMLDocument5ParseEPKcm     | tinyxml2::XMLDocument::Parse(char const*, unsigned long)
00000000001b705c   | _ZN14ParticleSystem10updateViewEP9Matrix4x4 | ParticleSystem::updateView(Matrix4x4*)
00000000001a0f4c   | _ZN10GameEntityC2Ev                      | GameEntity::GameEntity()
00000000002b3e94   | _ZN12PricesScreen12gotoNextPageEv        | PricesScreen::gotoNextPage()
00000000002a450c   | _ZN10LargeDigit4initEjiiii10eAlignmentS0_ | LargeDigit::init(unsigned int, int, int, int, int, eAlignment, eAlignment)
00000000002d1c34   | _ZN8tinyxml210XMLCommentC1EPNS_11XMLDocumentE | tinyxml2::XMLComment::XMLComment(tinyxml2::XMLDocument*)
00000000002fbd44   | jzero_far                                | jzero_far
00000000002b94a4   | _ZN10ShopScreen27setRewardedAdDirectCallbackEjjj | ShopScreen::setRewardedAdDirectCallback(unsigned int, unsigned int, unsigned int)
0000000000236700   | _ZNK16b2PrismaticJoint14IsLimitEnabledEv | b2PrismaticJoint::IsLimitEnabled() const
000000000032fbe0   | _ZNSt6__ndk115basic_streambufIcNS_11char_traitsIcEEE6setbufEPcl | std::__ndk1::basic_streambuf<char, std::__ndk1::char_traits<char> >::setbuf(char*, long)
00000000002d6324   | _ZN8tinyxml210XMLPrinter5VisitERKNS_14XMLDeclarationE | tinyxml2::XMLPrinter::Visit(tinyxml2::XMLDeclaration const&)
00000000002d8cfc   | _ZN9dtNavMesh16baseOffMeshLinksEP10dtMeshTile | dtNavMesh::baseOffMeshLinks(dtMeshTile*)
000000000029692c   | _ZN13CreditsScreen24setScreenOnInputCallbackEjj | CreditsScreen::setScreenOnInputCallback(unsigned int, unsigned int)
00000000001adda8   | _ZN3Map6updateEfP15GameMultiplayerN10IGameState10eGameStateE8PlayModeP11Environment | Map::update(float, GameMultiplayer*, IGameState::eGameState, PlayMode, Environment*)
00000000001e2d0c   | _ZN13EntityManager15getShopItemSizeEjRfS0_S0_S0_ | EntityManager::getShopItemSize(unsigned int, float&, float&, float&, float&)
000000000022f5b0   | _ZNK11b2EdgeShape9TestPointERK11b2TransformRK6b2Vec2 | b2EdgeShape::TestPoint(b2Transform const&, b2Vec2 const&) const
0000000000264c88   | _ZN3Cki9RawWriterD1Ev                    | Cki::RawWriter::~RawWriter()
000000000033bd14   | _ZThn16_NSt6__ndk114basic_iostreamIcNS_11char_traitsIcEEED1Ev | non-virtual thunk to std::__ndk1::basic_iostream<char, std::__ndk1::char_traits<char> >::~basic_iostream()
00000000001b1a34   | _ZN14MissionManager24getGreatDemandMultiplierEv | MissionManager::getGreatDemandMultiplier()
0000000000244f00   | _ZN27AndroidHandheldSystemDeviceC2Ev     | AndroidHandheldSystemDevice::AndroidHandheldSystemDevice()
0000000000270ae8   | _ZN3Cki4PathC2Ev                         | Cki::Path::Path()
00000000002a99e4   | _ZN14LargeMapScreen16updateInfoPanelsEP7Adapter | LargeMapScreen::updateInfoPanels(Adapter*)
000000000035ea14   | _ZNSt6__ndk17codecvtIcc9mbstate_tED0Ev   | std::__ndk1::codecvt<char, char, mbstate_t>::~codecvt()
0000000000266600   | _ZN3Cki4ListINS_5SoundELi2EE8addAfterEPS1_S3_ | Cki::List<Cki::Sound, 2>::addAfter(Cki::Sound*, Cki::Sound*)
000000000036321c   | _ZNSt6__ndk115numpunct_bynameIwED0Ev     | std::__ndk1::numpunct_byname<wchar_t>::~numpunct_byname()
00000000001969cc   | _ZNSt6__ndk16__treeINS_12__value_typeINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEjEENS_19__map_value_compareIS7_S8_NS_4lessIS7_EELb1EEENS5_IS8_EEE12__find_equalIS8_EERPNS_16__tree_node_baseIPvEERPNS_15__tree_end_nodeISJ_EERKT_ | std::__ndk1::__tree_node_base<void*>*& std::__ndk1::__tree<std::__ndk1::__value_type<std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> >, unsigned int>, std::__ndk1::__map_value_compare<std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> >, std::__ndk1::__value_type<std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> >, unsigned int>, std::__ndk1::less<std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> > >, true>, std::__ndk1::allocator<std::__ndk1::__value_type<std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> >, unsigned int> > >::__find_equal<std::__ndk1::__value_type<std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> >, unsigned int> >(std::__ndk1::__tree_end_node<std::__ndk1::__tree_node_base<void*>*>*&, std::__ndk1::__value_type<std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> >, unsigned int> const&)
000000000023f47c   | _ZN24AndroidAchievementDevice9serializeEPh | AndroidAchievementDevice::serialize(unsigned char*)
0000000000251f08   | _ZN3Cki7DecoderC2ERNS_11AudioSourceE     | Cki::Decoder::Decoder(Cki::AudioSource&)
0000000000378164   | _ZNSt6__ndk113shared_futureIvED2Ev       | std::__ndk1::shared_future<void>::~shared_future()
0000000000271698   | _ZN3Cki10ReadStream14setFileHandlerEPFP12CkCustomFilePKcPvES5_ | Cki::ReadStream::setFileHandler(CkCustomFile* (*)(char const*, void*), void*)
00000000002a0338   | _ZN13ToolbarButton8doUpdateEf            | ToolbarButton::doUpdate(float)
0000000000347f78   | _ZNKSt6__ndk17num_putIwNS_19ostreambuf_iteratorIwNS_11char_traitsIwEEEEE6do_putES4_RNS_8ios_baseEwx | std::__ndk1::num_put<wchar_t, std::__ndk1::ostreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> > >::do_put(std::__ndk1::ostreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> >, std::__ndk1::ios_base&, wchar_t, long long) const
0000000000234a5c   | _ZN15b2FrictionJoint24SolvePositionConstraintsERK12b2SolverData | b2FrictionJoint::SolvePositionConstraints(b2SolverData const&)
000000000027c5d0   | vorbis_book_decodev_set                  | vorbis_book_decodev_set
00000000002d0378   | _ZN8tinyxml27XMLUtil6ToBoolEPKcPb        | tinyxml2::XMLUtil::ToBool(char const*, bool*)
000000000031a5c4   | png_write_gAMA_fixed                     | png_write_gAMA_fixed
0000000000348474   | _ZNKSt6__ndk17num_putIwNS_19ostreambuf_iteratorIwNS_11char_traitsIwEEEEE6do_putES4_RNS_8ios_baseEwy | std::__ndk1::num_put<wchar_t, std::__ndk1::ostreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> > >::do_put(std::__ndk1::ostreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> >, std::__ndk1::ios_base&, wchar_t, unsigned long long) const
000000000034e0cc   | _ZNKSt6__ndk117moneypunct_bynameIcLb1EE16do_decimal_pointEv | std::__ndk1::moneypunct_byname<char, true>::do_decimal_point() const
00000000001d6efc   | _ZN7Vehicle14aiIsDeliveryAiEv            | Vehicle::aiIsDeliveryAi()
0000000000274370   | _ZNK3Cki13SystemAndroid21getExternalStorageDirEv | Cki::SystemAndroid::getExternalStorageDir() const
00000000002c7730   | _ZN8MathUtil16getRandomVector3ER15RandomGeneratorR7Vector3 | MathUtil::getRandomVector3(RandomGenerator&, Vector3&)
00000000001aeb6c   | _ZN3Map27getIsCleaningStationInRangeEff  | Map::getIsCleaningStationInRange(float, float)
00000000001b7200   | _ZN14ParticleSystem12initParticleERKNS_8ParticleE | ParticleSystem::initParticle(ParticleSystem::Particle const&)
0000000000278464   | _vorbis_block_ripcord                    | _vorbis_block_ripcord
0000000000287274   | _ZN8MenuItem15getIsSelectableEv          | MenuItem::getIsSelectable()
000000000027bfa4   | vorbis_book_decode                       | vorbis_book_decode
00000000002cb464   | _ZNSt6__ndk113basic_filebufIcNS_11char_traitsIcEEE7seekoffExNS_8ios_base7seekdirEj | std::__ndk1::basic_filebuf<char, std::__ndk1::char_traits<char> >::seekoff(long long, std::__ndk1::ios_base::seekdir, unsigned int)
0000000000241e90   | _ZN21HandheldNetworkDevice11startServerEv | HandheldNetworkDevice::startServer()
00000000001b540c   | _ZN13NewHelpSystem18generateRfFromTextEPN8tinyxml27XMLTextEP12NewHelpFrameRfS5_ | NewHelpSystem::generateRfFromText(tinyxml2::XMLText*, NewHelpFrame*, float&, float&)
0000000000285a3c   | _ZN25LocalizationStringManager4findEj    | LocalizationStringManager::find(unsigned int)
00000000003404d4   | _ZNSt6__ndk117__libcpp_sscanf_lEPKcP10__locale_tS1_z | std::__ndk1::__libcpp_sscanf_l(char const*, __locale_t*, char const*, ...)
