# Funções extraídas de libfs14.so
# Endereço           | Nome Original                            | Nome Demangled
----------------------------------------------------------------------------------------------------
000000000025bbdc   | _ZNKSt6__ndk18time_getIwNS_19istreambuf_iteratorIwNS_11char_traitsIwEEEEE11__get_am_pmERiRS4_S4_RjRKNS_5ctypeIwEE | std::__ndk1::time_get<wchar_t, std::__ndk1::istreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> > >::__get_am_pm(int&, std::__ndk1::istreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> >&, std::__ndk1::istreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> >, unsigned int&, std::__ndk1::ctype<wchar_t> const&) const
000000000025b9fc   | _ZNKSt6__ndk18time_getIwNS_19istreambuf_iteratorIwNS_11char_traitsIwEEEEE17__get_white_spaceERS4_S4_RjRKNS_5ctypeIwEE | std::__ndk1::time_get<wchar_t, std::__ndk1::istreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> > >::__get_white_space(std::__ndk1::istreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> >&, std::__ndk1::istreambuf_iterator<wchar_t, std::__ndk1::char_traits<wchar_t> >, unsigned int&, std::__ndk1::ctype<wchar_t> const&) const
000000000024cd48   | _ZNKSt6__ndk17collateIwE7do_hashEPKwS3_  | std::__ndk1::collate<wchar_t>::do_hash(wchar_t const*, wchar_t const*) const
000000000013bce0   | _ZN11StoreButton13setIsReleasedEb        | StoreButton::setIsReleased(bool)
000000000019d4e0   | _ZNK15b2RevoluteJoint16GetReactionForceEf | b2RevoluteJoint::GetReactionForce(float) const
00000000001c384c   | _ZNSt6__ndk112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEC2ERKS5_ | std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> >::basic_string(std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> > const&)
000000000014dccc   | _ZN4Cows4initEv                          | Cows::init()
0000000000208f14   | _ZN3Cki4Bank8addSoundEPNS_9BankSoundE    | Cki::Bank::addSound(Cki::BankSound*)
0000000000143c28   | _ZN3HUD22setGotoOptionsCallbackEPvPF17eINPUTRETURNCODESS0_P16GUIInterfaceDescE | HUD::setGotoOptionsCallback(void*, eINPUTRETURNCODES (*)(void*, GUIInterfaceDesc*))
00000000002118cc   | _ZN3Cki17NativeStreamSound11updateSpeedEv | Cki::NativeStreamSound::updateSpeed()
00000000001a9a40   | _ZN24GLESHandheldRenderDevice16loadVertexShaderEPKcS1_ | GLESHandheldRenderDevice::loadVertexShader(char const*, char const*)
00000000001bcf40   | _ZNSt6__ndk113basic_ostreamIcNS_11char_traitsIcEEE5flushEv | std::__ndk1::basic_ostream<char, std::__ndk1::char_traits<char> >::flush()
0000000000212490   | _ZN3Cki13PcmI16DecoderC1ERNS_11AudioSourceE | Cki::PcmI16Decoder::PcmI16Decoder(Cki::AudioSource&)
000000000019d7d8   | _ZN11b2RopeJointC2EPK14b2RopeJointDef    | b2RopeJoint::b2RopeJoint(b2RopeJointDef const*)
000000000011709c   | _ZN17GenericGUIManager27renderStartMenuAchievementsEv | GenericGUIManager::renderStartMenuAchievements()
0000000000141d14   | _ZN14ChooseModeMenuD0Ev                  | ChooseModeMenu::~ChooseModeMenu()
00000000001939fc   | _ZN16b2BlockAllocatorC2Ev                | b2BlockAllocator::b2BlockAllocator()
00000000001bc2d8   | _ZNSt6__ndk113basic_ostreamIcNS_11char_traitsIcEEED1Ev | std::__ndk1::basic_ostream<char, std::__ndk1::char_traits<char> >::~basic_ostream()
000000000024027c   | _ZNSt6__ndk19basic_iosIcNS_11char_traitsIcEEED2Ev | std::__ndk1::basic_ios<char, std::__ndk1::char_traits<char> >::~basic_ios()
000000000021a644   | _ZN3Cki11FixedStringILi32EED1Ev          | Cki::FixedString<32>::~FixedString()
000000000013f7b4   | _ZN16ShopDisplayImageC2Ejiiii16eScreenAlignment17eElementAlignment | ShopDisplayImage::ShopDisplayImage(unsigned int, int, int, int, int, eScreenAlignment, eElementAlignment)
0000000000229dd8   | _ZN3Cki7DecoderD0Ev                      | Cki::Decoder::~Decoder()
00000000001c6a20   | _ZN8tinyxml27XMLUtil7ReadBOMEPKcPb       | tinyxml2::XMLUtil::ReadBOM(char const*, bool*)
00000000002041ec   | inflateSync                              | inflateSync
0000000000114104   | _ZN17GenericGUIManager15genericCallbackILNS_11eCallbackIDE83EEE17eINPUTRETURNCODESPvP16GUIInterfaceDesc | eINPUTRETURNCODES GenericGUIManager::genericCallback<(GenericGUIManager::eCallbackID)83>(void*, GUIInterfaceDesc*)
00000000001466fc   | _ZN11IngameStats11handleInputEP16GUIInterfaceDesc | IngameStats::handleInput(GUIInterfaceDesc*)
0000000000119900   | _ZN9MenuImageD2Ev                        | MenuImage::~MenuImage()
00000000001e3d68   | png_get_y_pixels_per_meter               | png_get_y_pixels_per_meter
000000000019a424   | _ZN12b2MotorJoint19SetCorrectionFactorEf | b2MotorJoint::SetCorrectionFactor(float)
000000000021a740   | _ZN3Cki11FixedStringILi64EED1Ev          | Cki::FixedString<64>::~FixedString()
000000000027a38c   | _ZNSt6__ndk118get_pointer_safetyEv       | std::__ndk1::get_pointer_safety()
000000000023450c   | ogg_stream_flush                         | ogg_stream_flush
0000000000284374   | _ZNSt6__ndk16futureIvED2Ev               | std::__ndk1::future<void>::~future()
000000000027a380   | _ZNSt6__ndk117declare_reachableEPv       | std::__ndk1::declare_reachable(void*)
00000000001d9180   | jpeg_alloc_quant_table                   | jpeg_alloc_quant_table
0000000000284384   | _ZNSt6__ndk16futureIvE3getEv             | std::__ndk1::future<void>::get()
000000000024479c   | _ZNSt6__ndk113basic_istreamIwNS_11char_traitsIwEEE4swapERS3_ | std::__ndk1::basic_istream<wchar_t, std::__ndk1::char_traits<wchar_t> >::swap(std::__ndk1::basic_istream<wchar_t, std::__ndk1::char_traits<wchar_t> >&)
00000000001a46f8   | _ZN23b2ChainAndCircleContact7DestroyEP9b2ContactP16b2BlockAllocator | b2ChainAndCircleContact::Destroy(b2Contact*, b2BlockAllocator*)
00000000001bfe20   | _ZN10LogManagerlsEPKc                    | LogManager::operator<<(char const*)
000000000020ff78   | _ZN3Cki7MixNodeD2Ev                      | Cki::MixNode::~MixNode()
00000000001b0afc   | _ZN25GenericHandheldWifiClient4initEP21HandheldNetworkDevicejPKcj | GenericHandheldWifiClient::init(HandheldNetworkDevice*, unsigned int, char const*, unsigned int)
00000000001a9f14   | _ZN24GLESHandheldRenderDevice18loadFragmentShaderEPKcS1_ | GLESHandheldRenderDevice::loadFragmentShader(char const*, char const*)
000000000012f760   | _ZN11LoadReadout19hideEverythingCheckEb  | LoadReadout::hideEverythingCheck(bool)
0000000000176b18   | _ZN3Map20updateEntityPositionEP6Entityff | Map::updateEntityPosition(Entity*, float, float)
000000000023f390   | android_app_post_exec_cmd                | android_app_post_exec_cmd
000000000011eab0   | _ZN15AchievementInfo13getIsUnlockedEv    | AchievementInfo::getIsUnlocked()
000000000027b76c   | _ZNSt6__ndk112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE7reserveEm | std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> >::reserve(unsigned long)
00000000002591f4   | _ZNKSt6__ndk18time_getIcNS_19istreambuf_iteratorIcNS_11char_traitsIcEEEEE15__get_monthnameERiRS4_S4_RjRKNS_5ctypeIcEE | std::__ndk1::time_get<char, std::__ndk1::istreambuf_iterator<char, std::__ndk1::char_traits<char> > >::__get_monthname(int&, std::__ndk1::istreambuf_iterator<char, std::__ndk1::char_traits<char> >&, std::__ndk1::istreambuf_iterator<char, std::__ndk1::char_traits<char> >, unsigned int&, std::__ndk1::ctype<char> const&) const
0000000000232b10   | _ZN3Cki19BitCrusherProcessor5resetEv     | Cki::BitCrusherProcessor::reset()
000000000023aeb0   | vorbis_book_decodev_set                  | vorbis_book_decodev_set
00000000001235ec   | _ZN12PoiDialogBoxD1Ev                    | PoiDialogBox::~PoiDialogBox()
000000000022e800   | _ZN3Cki10RingBuffer4readEPvi             | Cki::RingBuffer::read(void*, int)
0000000000285320   | __cxa_guard_release                      | __cxa_guard_release
000000000011eab8   | _ZN15AchievementInfo15forceUpdateInfoEP16GUIInterfaceDesc | AchievementInfo::forceUpdateInfo(GUIInterfaceDesc*)
000000000013c258   | _ZN18ShopCategoryNavBarD0Ev              | ShopCategoryNavBar::~ShopCategoryNavBar()
0000000000111f54   | _ZN17GenericGUIManager18handleShopBuyCoinsEjP16GUIInterfaceDesc | GenericGUIManager::handleShopBuyCoins(unsigned int, GUIInterfaceDesc*)
000000000013ef00   | _ZN22ShopNumberOwnedCounterD2Ev          | ShopNumberOwnedCounter::~ShopNumberOwnedCounter()
00000000001af22c   | _ZN23HandheldInputDeviceBase12pushKeyPressEj | HandheldInputDeviceBase::pushKeyPress(unsigned int)
0000000000207564   | _ZN7CkSound22setCustomStreamHandlerEPFP14CkCustomStreamPKcPvES4_ | CkSound::setCustomStreamHandler(CkCustomStream* (*)(char const*, void*), void*)
00000000001cd398   | _ZN8tinyxml28MemPoolTILi96EED0Ev         | tinyxml2::MemPoolT<96>::~MemPoolT()
0000000000130c4c   | _ZN6MapDotD0Ev                           | MapDot::~MapDot()
000000000012f16c   | _ZN11LoadReadoutC1Ejiiii16eScreenAlignment17eElementAlignment | LoadReadout::LoadReadout(unsigned int, int, int, int, int, eScreenAlignment, eElementAlignment)
0000000000193140   | _ZNK14b2PolygonShape13GetChildCountEv    | b2PolygonShape::GetChildCount() const
00000000001c24ac   | _ZN5PlaneC2Ev                            | Plane::Plane()
00000000001e3a20   | png_get_error_ptr                        | png_get_error_ptr
000000000021a4f0   | _ZN3Cki10FileStream6existsEPKc           | Cki::FileStream::exists(char const*)
0000000000129b90   | _ZN16ModeSelectButtonC1Ev                | ModeSelectButton::ModeSelectButton()
00000000001198bc   | _ZN9MenuImage15ValidImageCheckEv         | MenuImage::ValidImageCheck()
0000000000176410   | _ZN3Map13getFieldsRectEffffRK13FieldWorkDesc | Map::getFieldsRect(float, float, float, float, FieldWorkDesc const&)
00000000001b88fc   | _ZN27AndroidHandheldSystemDevice8endFrameEv | AndroidHandheldSystemDevice::endFrame()
0000000000140028   | _ZN8StatItemD0Ev                         | StatItem::~StatItem()
0000000000258fb4   | _ZNKSt6__ndk18time_getIcNS_19istreambuf_iteratorIcNS_11char_traitsIcEEEEE17__get_weekdaynameERiRS4_S4_RjRKNS_5ctypeIcEE | std::__ndk1::time_get<char, std::__ndk1::istreambuf_iterator<char, std::__ndk1::char_traits<char> > >::__get_weekdayname(int&, std::__ndk1::istreambuf_iterator<char, std::__ndk1::char_traits<char> >&, std::__ndk1::istreambuf_iterator<char, std::__ndk1::char_traits<char> >, unsigned int&, std::__ndk1::ctype<char> const&) const
0000000000138be8   | _ZN14PricesIndexColD0Ev                  | PricesIndexCol::~PricesIndexCol()
0000000000138310   | _ZN8PriceRowD0Ev                         | PriceRow::~PriceRow()
0000000000218bf8   | _ZN3Cki12BinaryStream5closeEv            | Cki::BinaryStream::close()
000000000025cf48   | _ZNKSt6__ndk117moneypunct_bynameIcLb1EE16do_thousands_sepEv | std::__ndk1::moneypunct_byname<char, true>::do_thousands_sep() const
0000000000282bb8   | _ZNSt6__ndk112system_errorC2EiRKNS_14error_categoryE | std::__ndk1::system_error::system_error(int, std::__ndk1::error_category const&)
000000000020a55c   | _ZNK3Cki5ArrayINS_6SampleEE9getBufferEv  | Cki::Array<Cki::Sample>::getBuffer() const
000000000024c9d4   | _ZNSt6__ndk18ios_base15sync_with_stdioEb | std::__ndk1::ios_base::sync_with_stdio(bool)
0000000000262c54   | _ZNKSt6__ndk18messagesIwE7do_openERKNS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEERKNS_6localeE | std::__ndk1::messages<wchar_t>::do_open(std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> > const&, std::__ndk1::locale const&) const
000000000021f488   | _ZN3Cki12AdpcmDecoderD0Ev                | Cki::AdpcmDecoder::~AdpcmDecoder()
00000000002440c0   | _ZNSt6__ndk113basic_istreamIcNS_11char_traitsIcEEE4syncEv | std::__ndk1::basic_istream<char, std::__ndk1::char_traits<char> >::sync()
00000000001f66a4   | png_create_write_struct                  | png_create_write_struct
000000000013ec38   | _ZN13StoreInfoItem7setIconE13eImageAliases | StoreInfoItem::setIcon(eImageAliases)
00000000001c85a0   | _ZN8tinyxml211XMLDocument7NewTextEPKc    | tinyxml2::XMLDocument::NewText(char const*)
000000000011fc08   | _ZN13CreditsScroll10resetNamesEv         | CreditsScroll::resetNames()
000000000012ddb8   | _ZN13ToolbarButtonD2Ev                   | ToolbarButton::~ToolbarButton()
000000000012d2c8   | _ZN10HUDToolbar13setIsReleasedEb         | HUDToolbar::setIsReleased(bool)
00000000001ccc88   | _ZN8tinyxml27XMLNodeD1Ev                 | tinyxml2::XMLNode::~XMLNode()
00000000001cc7b8   | _ZN8tinyxml210XMLPrinter11PushUnknownEPKc | tinyxml2::XMLPrinter::PushUnknown(char const*)
00000000001bcb14   | _ZNSt6__ndk115basic_streambufIcNS_11char_traitsIcEEE7seekoffExNS_8ios_base7seekdirEj | std::__ndk1::basic_streambuf<char, std::__ndk1::char_traits<char> >::seekoff(long long, std::__ndk1::ios_base::seekdir, unsigned int)
000000000011dda4   | _ZN14HUDAcceleratorC1EjiiPf16eScreenAlignment17eElementAlignmentii | HUDAccelerator::HUDAccelerator(unsigned int, int, int, float*, eScreenAlignment, eElementAlignment, int, int)
000000000022b378   | _ZN3Cki6Effect5resetEv                   | Cki::Effect::reset()
000000000026d030   | _ZNKSt6__ndk17codecvtIDsc9mbstate_tE6do_outERS1_PKDsS5_RS5_PcS7_RS7_ | std::__ndk1::codecvt<char16_t, char, mbstate_t>::do_out(mbstate_t&, char16_t const*, char16_t const*, char16_t const*&, char*, char*, char*&) const
000000000020aa14   | _ZN3Cki8BankDataC2Ev                     | Cki::BankData::BankData()
000000000024432c   | _ZNSt6__ndk113basic_istreamIcNS_11char_traitsIcEEE5seekgENS_4fposI9mbstate_tEE | std::__ndk1::basic_istream<char, std::__ndk1::char_traits<char> >::seekg(std::__ndk1::fpos<mbstate_t>)
00000000001c22d8   | _ZN8MathUtil16cartesianToPolarERK7Vector3RfS3_ | MathUtil::cartesianToPolar(Vector3 const&, float&, float&)
00000000001ab220   | _ZN24GLESHandheldRenderDevice16bindTextureLayerEjj | GLESHandheldRenderDevice::bindTextureLayer(unsigned int, unsigned int)
00000000001ddb8c   | png_zfree                                | png_zfree
000000000027bc38   | _ZNSt6__ndk112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6insertEmmc | std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> >::insert(unsigned long, unsigned long, char)
00000000001c2558   | _ZN5PlaneC2ERK7Vector3S2_S2_             | Plane::Plane(Vector3 const&, Vector3 const&, Vector3 const&)
000000000021d388   | _ZN3Cki10SwapStreamC1ERNS_12BinaryStreamENS_9ByteOrder5ValueE | Cki::SwapStream::SwapStream(Cki::BinaryStream&, Cki::ByteOrder::Value)
000000000022e4dc   | _ZN3Cki12CustomStream5writeEPKvi         | Cki::CustomStream::write(void const*, int)
000000000024be1c   | _ZNSt6__ndk113basic_ostreamIwNS_11char_traitsIwEEE5seekpExNS_8ios_base7seekdirE | std::__ndk1::basic_ostream<wchar_t, std::__ndk1::char_traits<wchar_t> >::seekp(long long, std::__ndk1::ios_base::seekdir)
000000000022295c   | _ZN3Cki9AudioUtil28convertToStereoScale_defaultEPKiPiif | Cki::AudioUtil::convertToStereoScale_default(int const*, int*, int, float)
0000000000211c30   | _ZN3Cki4ListINS_17NativeStreamSoundELi0EED2Ev | Cki::List<Cki::NativeStreamSound, 0>::~List()
0000000000212fd8   | _ZN3Cki7ProxiedINS_5SoundEEC2Ev          | Cki::Proxied<Cki::Sound>::Proxied()
000000000024c0cc   | _ZThn16_NSt6__ndk114basic_iostreamIcNS_11char_traitsIcEEED1Ev | non-virtual thunk to std::__ndk1::basic_iostream<char, std::__ndk1::char_traits<char> >::~basic_iostream()
000000000010f82c   | _ZN7Texture4loadEPKcP27AndroidHandheldSystemDeviceP24GLESHandheldRenderDevicebj | Texture::load(char const*, AndroidHandheldSystemDevice*, GLESHandheldRenderDevice*, bool, unsigned int)
0000000000123df0   | _ZN10DragButtonC2Ej13eImageAliasesS0_bii16eScreenAlignment17eElementAlignmentii | DragButton::DragButton(unsigned int, eImageAliases, eImageAliases, bool, int, int, eScreenAlignment, eElementAlignment, int, int)
0000000000284820   | _ZNSt6__ndk113shared_futureIvED2Ev       | std::__ndk1::shared_future<void>::~shared_future()
00000000001140dc   | _ZN17GenericGUIManager15genericCallbackILNS_11eCallbackIDE0EEE17eINPUTRETURNCODESPvP16GUIInterfaceDesc | eINPUTRETURNCODES GenericGUIManager::genericCallback<(GenericGUIManager::eCallbackID)0>(void*, GUIInterfaceDesc*)
0000000000126668   | _ZN13MenuBackPlate16isComingOnScreenEv   | MenuBackPlate::isComingOnScreen()
0000000000114b58   | _ZN17GenericGUIManager15genericCallbackILNS_11eCallbackIDE48EEE17eINPUTRETURNCODESPvP16GUIInterfaceDesc | eINPUTRETURNCODES GenericGUIManager::genericCallback<(GenericGUIManager::eCallbackID)48>(void*, GUIInterfaceDesc*)
000000000023d1e0   | mdct_backward                            | mdct_backward
0000000000287f40   | _ZNSt12domain_errorD2Ev                  | std::domain_error::~domain_error()
000000000012a588   | _ZN10SmallDigitD1Ev                      | SmallDigit::~SmallDigit()
00000000001897c8   | _ZN7Vehicle4loadER11VehicleDescjP7b2WorldP3Map | Vehicle::load(VehicleDesc&, unsigned int, b2World*, Map*)
000000000012af58   | _ZN11HUDGestures13checkForSwipeEP16GUIInterfaceDesc | HUDGestures::checkForSwipe(GUIInterfaceDesc*)
00000000001152f8   | _ZN17GenericGUIManager17updateCreditsMenuEP16GUIInterfaceDescP26AndroidHandheldInputDevicef | GenericGUIManager::updateCreditsMenu(GUIInterfaceDesc*, AndroidHandheldInputDevice*, float)
000000000021dd98   | _ZN3Cki13SystemAndroid8shutdownEv        | Cki::SystemAndroid::shutdown()
000000000019e088   | _ZN11b2WeldJointC2EPK14b2WeldJointDef    | b2WeldJoint::b2WeldJoint(b2WeldJointDef const*)
0000000000114014   | _ZN17GenericGUIManager15genericCallbackILNS_11eCallbackIDE107EEE17eINPUTRETURNCODESPvP16GUIInterfaceDesc | eINPUTRETURNCODES GenericGUIManager::genericCallback<(GenericGUIManager::eCallbackID)107>(void*, GUIInterfaceDesc*)
0000000000239d3c   | oggpackB_readinit                        | oggpackB_readinit
00000000001421bc   | _ZN13CreditsScreenC1Ev                   | CreditsScreen::CreditsScreen()
000000000016d55c   | _ZN4Game8sellItemEj                      | Game::sellItem(unsigned int)
00000000001acc3c   | _ZN5LightC1Ev                            | Light::Light()
0000000000117e14   | _ZN17GenericGUIManager20resetMultiplayerInfoEP16GUIInterfaceDesc | GenericGUIManager::resetMultiplayerInfo(GUIInterfaceDesc*)
0000000000111d60   | _ZN12VehicleSound8stopWorkEv             | VehicleSound::stopWork()
0000000000269fa8   | _ZNSt6__ndk114collate_bynameIcED1Ev      | std::__ndk1::collate_byname<char>::~collate_byname()
00000000001cebb8   | jpeg_read_header                         | jpeg_read_header
00000000001e9df8   | png_set_scale_16                         | png_set_scale_16
00000000001456f8   | _ZN14IngameSettings6updateEfP16GUIInterfaceDesc | IngameSettings::update(float, GUIInterfaceDesc*)
00000000001af128   | _ZN23HandheldInputDeviceBase20filterHorizontalTiltERf | HandheldInputDeviceBase::filterHorizontalTilt(float&)
000000000019b8cc   | _ZNK16b2PrismaticJoint10GetAnchorBEv     | b2PrismaticJoint::GetAnchorB() const
000000000027a578   | _ZNSt6__ndk111timed_mutexC2Ev            | std::__ndk1::timed_mutex::timed_mutex()
0000000000171634   | _ZN15GameMultiplayer22cancelSavegameTransferEv | GameMultiplayer::cancelSavegameTransfer()
0000000000140188   | _ZN8StatItem8doUpdateEfP16GUIInterfaceDesc | StatItem::doUpdate(float, GUIInterfaceDesc*)
000000000014589c   | _ZN14IngameSettings21setBackButtonCallbackEPvPF17eINPUTRETURNCODESS0_P16GUIInterfaceDescE | IngameSettings::setBackButtonCallback(void*, eINPUTRETURNCODES (*)(void*, GUIInterfaceDesc*))
000000000027d58c   | _ZNSt6__ndk112basic_stringIwNS_11char_traitsIwEENS_9allocatorIwEEE6assignERKS5_mm | std::__ndk1::basic_string<wchar_t, std::__ndk1::char_traits<wchar_t>, std::__ndk1::allocator<wchar_t> >::assign(std::__ndk1::basic_string<wchar_t, std::__ndk1::char_traits<wchar_t>, std::__ndk1::allocator<wchar_t> > const&, unsigned long, unsigned long)
000000000017fa48   | _ZN4Tank4initER8TankDesc                 | Tank::init(TankDesc&)
00000000001a49a8   | _ZN15b2CircleContact6CreateEP9b2FixtureiS1_iP16b2BlockAllocator | b2CircleContact::Create(b2Fixture*, int, b2Fixture*, int, b2BlockAllocator*)
0000000000240a20   | _ZNSt6__ndk115basic_streambufIcNS_11char_traitsIcEEE7sungetcEv | std::__ndk1::basic_streambuf<char, std::__ndk1::char_traits<char> >::sungetc()
000000000025cf40   | _ZNKSt6__ndk117moneypunct_bynameIcLb1EE16do_decimal_pointEv | std::__ndk1::moneypunct_byname<char, true>::do_decimal_point() const
000000000015cd2c   | _ZN4Game8initViewEv                      | Game::initView()
000000000024dfe8   | _ZNKSt6__ndk17num_getIcNS_19istreambuf_iteratorIcNS_11char_traitsIcEEEEE6do_getES4_S4_RNS_8ios_baseERjS8_ | std::__ndk1::num_get<char, std::__ndk1::istreambuf_iterator<char, std::__ndk1::char_traits<char> > >::do_get(std::__ndk1::istreambuf_iterator<char, std::__ndk1::char_traits<char> >, std::__ndk1::istreambuf_iterator<char, std::__ndk1::char_traits<char> >, std::__ndk1::ios_base&, unsigned int&, unsigned int&) const
00000000001c5d3c   | _ZN10Utf8StringD1Ev                      | Utf8String::~Utf8String()
000000000012fd08   | _ZN12MissionTimerD0Ev                    | MissionTimer::~MissionTimer()
00000000001b26d4   | _ZN26AndroidHandheldNetworkUtil13unblockSocketEi | AndroidHandheldNetworkUtil::unblockSocket(int)
0000000000122c00   | _ZN12GuiDialogBox11ClearDialogEv         | GuiDialogBox::ClearDialog()
00000000001cab14   | _ZN8tinyxml211XMLDocumentD1Ev            | tinyxml2::XMLDocument::~XMLDocument()
000000000021dd04   | _ZN3Cki6SystemD1Ev                       | Cki::System::~System()
00000000002408fc   | _ZNSt6__ndk115basic_streambufIcNS_11char_traitsIcEEE8in_availEv | std::__ndk1::basic_streambuf<char, std::__ndk1::char_traits<char> >::in_avail()
00000000001a391c   | _ZN7b2TimerC2Ev                          | b2Timer::b2Timer()
000000000026b56c   | _ZNKSt6__ndk15ctypeIcE8do_widenEc        | std::__ndk1::ctype<char>::do_widen(char) const
000000000021bda8   | _ZN3Cki6StringC1Ei                       | Cki::String::String(int)
000000000023f42c   | app_dummy                                | app_dummy
0000000000243d94   | _ZNSt6__ndk113basic_istreamIcNS_11char_traitsIcEEE7putbackEc | std::__ndk1::basic_istream<char, std::__ndk1::char_traits<char> >::putback(char)
0000000000214dec   | _ZN3Cki5Sound12setPanMatrixEffff         | Cki::Sound::setPanMatrix(float, float, float, float)
000000000026e77c   | _ZNKSt6__ndk115__codecvt_utf16IwLb0EE5do_inER9mbstate_tPKcS5_RS5_PwS7_RS7_ | std::__ndk1::__codecvt_utf16<wchar_t, false>::do_in(mbstate_t&, char const*, char const*, char const*&, wchar_t*, wchar_t*, wchar_t*&) const
00000000001ae6f4   | _ZN26AndroidInAppPurchaseDevice19attemptToInitialiseEv | AndroidInAppPurchaseDevice::attemptToInitialise()
000000000011c21c   | _ZN9MenuSound4stopEv                     | MenuSound::stop()
00000000001fcaa4   | png_write_finish_row                     | png_write_finish_row
000000000021bd9c   | _ZN3Cki6StringC1Ev                       | Cki::String::String()
0000000000186384   | _ZN14TrafficVehicle6updateEfP4Game       | TrafficVehicle::update(float, Game*)
