# Funções extraídas de libfs18.so
# Endereço           | Nome Original                            | Nome Demangled
----------------------------------------------------------------------------------------------------
0000000000321bbc   | _ZNK9dtNavMesh9getTileAtEiii             | dtNavMesh::getTileAt(int, int, int) const
00000000003a9c6c   | _ZNSt6__ndk15ctypeIwED2Ev                | std::__ndk1::ctype<wchar_t>::~ctype()
00000000001facdc   | _ZN7Vehicle23initMiddleJointSteeringER11VehicleDescP7b2Worldf | Vehicle::initMiddleJointSteering(VehicleDesc&, b2World*, float)
00000000002ad77c   | _ZN3Cki11FixedStringILi128EEC1ERKS1_     | Cki::FixedString<128>::FixedString(Cki::FixedString<128> const&)
000000000037b9b4   | _ZNSt6__ndk117iostream_categoryEv        | std::__ndk1::iostream_category()
00000000002c1bb8   | _ZN7Adapter12setFieldInfoEjbjf           | Adapter::setFieldInfo(unsigned int, bool, unsigned int, float)
00000000002ddb90   | _ZN3HUD21setBackButtonCallbackEjjb       | HUD::setBackButtonCallback(unsigned int, unsigned int, bool)
000000000034b17c   | png_get_bit_depth                        | png_get_bit_depth
00000000001b54a8   | _ZN5Field16addBlockVerticesEPN24HandheldRenderDeviceBase15FieldVertexDeclEffbt | Field::addBlockVertices(HandheldRenderDeviceBase::FieldVertexDecl*, float, float, bool, unsigned short)
00000000002d4b3c   | _ZN22ChooseDifficultyScreen18setTwitterCallbackEjj | ChooseDifficultyScreen::setTwitterCallback(unsigned int, unsigned int)
0000000000263118   | _ZNSt6__ndk16__sortIRPFbRK6b2PairS3_EPS1_EEvT0_S8_T_ | void std::__ndk1::__sort<bool (*&)(b2Pair const&, b2Pair const&), b2Pair*>(b2Pair*, b2Pair*, bool (*&)(b2Pair const&, b2Pair const&))
00000000002d1ca0   | _ZN14MenuButtonBase12processInputEN23HandheldInputDeviceBase9TouchDescERjS2_ | MenuButtonBase::processInput(HandheldInputDeviceBase::TouchDesc, unsigned int&, unsigned int&)
0000000000274518   | _ZN24HandheldRenderDeviceBase11getTextSizeEjPKcRfS2_f | HandheldRenderDeviceBase::getTextSize(unsigned int, char const*, float&, float&, float)
00000000002347f4   | _ZN19GameStateAnimalShop17buyingPassMessageEb | GameStateAnimalShop::buyingPassMessage(bool)
0000000000266d98   | _ZN8b2IslandC2EiiiP16b2StackAllocatorP17b2ContactListener | b2Island::b2Island(int, int, int, b2StackAllocator*, b2ContactListener*)
00000000002b00dc   | _ZN3Cki6String9getBufferEv               | Cki::String::getBuffer()
0000000000316284   | _ZN9XMLReaderD1Ev                        | XMLReader::~XMLReader()
000000000037060c   | _ZNKSt6__ndk18ios_base6getlocEv          | std::__ndk1::ios_base::getloc() const
00000000001aaba8   | _ZN11AudioSource4loadEP31CricketAudioHandheldAudioDevicej | AudioSource::load(CricketAudioHandheldAudioDevice*, unsigned int)
000000000027699c   | _ZN24GLESHandheldRenderDevice15lockIndexBufferEj | GLESHandheldRenderDevice::lockIndexBuffer(unsigned int)
00000000003a1fe4   | _ZNKSt6__ndk120__codecvt_utf8_utf16IwE9do_lengthER9mbstate_tPKcS5_m | std::__ndk1::__codecvt_utf8_utf16<wchar_t>::do_length(mbstate_t&, char const*, char const*, unsigned long) const
00000000002b1780   | _ZN3Cki5Audio8shutdownEv                 | Cki::Audio::shutdown()
000000000025a4ec   | _ZN21GameStateOnlineBackup21startLoadingFromCloudEv | GameStateOnlineBackup::startLoadingFromCloud()
00000000002903b4   | _ZN3Cki9AudioUtil3mixEPKiPii             | Cki::AudioUtil::mix(int const*, int*, int)
00000000002ac8b4   | _ZN3Cki9Deletable8shutdownEv             | Cki::Deletable::shutdown()
00000000002e2cdc   | _ZN13ToolbarButton6onPushEv              | ToolbarButton::onPush()
00000000002e3478   | _ZN10HUDMiniMap13setNumGPSDotsEj         | HUDMiniMap::setNumGPSDots(unsigned int)
00000000001c981c   | _ZN19InGameMessageSystem10popMessageEv   | InGameMessageSystem::popMessage()
00000000001e9b58   | _ZN16TireTrackManagerD1Ev                | TireTrackManager::~TireTrackManager()
000000000024ee80   | _ZN13GameStateBase29spawnFreeToolForBoughtVehicleEffffRK6b2Vec2fjR9eDIALOGID | GameStateBase::spawnFreeToolForBoughtVehicle(float, float, float, float, b2Vec2 const&, float, unsigned int, eDIALOGID&)
000000000029ecf8   | _ZN3Cki10GraphSound11updateSpeedEv       | Cki::GraphSound::updateSpeed()
00000000002eeb24   | _ZN14LargeMapScreen12updateFieldsEv      | LargeMapScreen::updateFields()
0000000000205308   | _ZN7Vehicle12aiResumeTaskEv              | Vehicle::aiResumeTask()
00000000002f0274   | _ZN14LargeMapScreen31addSellingPointMarkerToLargeMapEff13eImageAliasesjj | LargeMapScreen::addSellingPointMarkerToLargeMap(float, float, eImageAliases, unsigned int, unsigned int)
000000000027f748   | _ZN21GenericHandheldClient15emptyServerListEv | GenericHandheldClient::emptyServerList()
00000000002a8b8c   | _ZN3Cki4ListINS_12StreamSourceELi0EE4Node7getNextEv | Cki::List<Cki::StreamSource, 0>::Node::getNext()
00000000002dea68   | _ZN17SingleImageButton12adjustHitBoxEPi  | SingleImageButton::adjustHitBox(int*)
00000000002e047c   | _ZN12MissionTimer8doUpdateEf             | MissionTimer::doUpdate(float)
0000000000378fe8   | _ZNSt6__ndk113basic_ostreamIcNS_11char_traitsIcEEE5seekpExNS_8ios_base7seekdirE | std::__ndk1::basic_ostream<char, std::__ndk1::char_traits<char> >::seekp(long long, std::__ndk1::ios_base::seekdir)
000000000023bef8   | _ZN13GameStateBase18enqueueRenderTreesEP10Renderer3DPP12TreeStandingjb | GameStateBase::enqueueRenderTrees(Renderer3D*, TreeStanding**, unsigned int, bool)
00000000002ddcc8   | _ZN3HUD21addPOIMarkerToMiniMapEff13eImageAliasesb | HUD::addPOIMarkerToMiniMap(float, float, eImageAliases, bool)
00000000002f9d58   | _ZN14SettingsScreen22setHintsButtonCallbackEjj | SettingsScreen::setHintsButtonCallback(unsigned int, unsigned int)
0000000000256418   | _ZN23GameStateInGameSettings14doScreenUpdateEf | GameStateInGameSettings::doScreenUpdate(float)
000000000027b150   | _ZN24AndroidAchievementDevice6signInEv   | AndroidAchievementDevice::signIn()
000000000028eb48   | _ZN3Cki12BufferHandleC1EPNS_12SharedBufferE | Cki::BufferHandle::BufferHandle(Cki::SharedBuffer*)
000000000031b8c4   | _ZN8tinyxml210XMLElement7SetTextEb       | tinyxml2::XMLElement::SetText(bool)
000000000020a780   | _ZN7Vehicle23aiReportCollidingBodiesEPK7b2ShapeP7b2WorldbbPP6b2BodyRjj | Vehicle::aiReportCollidingBodies(b2Shape const*, b2World*, bool, bool, b2Body**, unsigned int&, unsigned int)
000000000024e26c   | _ZN13GameStateBase24updateWaitSavingSavegameEv | GameStateBase::updateWaitSavingSavegame()
0000000000297970   | _ZN3Cki4ListINS_10GraphSoundELi1EED2Ev   | Cki::List<Cki::GraphSound, 1>::~List()
00000000002e6b88   | _ZN16AcceleratorLeverD0Ev                | AcceleratorLever::~AcceleratorLever()
0000000000287258   | _ZN7JNICallD2Ev                          | JNICall::~JNICall()
000000000029c678   | _ZN3CkirsERNS_10SwapStreamERNS_10FileHeaderE | Cki::operator>>(Cki::SwapStream&, Cki::FileHeader&)
00000000002aa214   | _ZN3Cki17VorbisAudioStream4initEv        | Cki::VorbisAudioStream::init()
00000000002d4ec0   | _ZN12ButtonLayout18setVerticalElementEP8MenuItemjjj | ButtonLayout::setVerticalElement(MenuItem*, unsigned int, unsigned int, unsigned int)
00000000002f8c6c   | _ZN14SettingsScreen23createPostConsentWindowEii | SettingsScreen::createPostConsentWindow(int, int)
000000000031b99c   | _ZN8tinyxml210XMLElement7SetTextEd       | tinyxml2::XMLElement::SetText(double)
000000000031ef0c   | _Z16dtAllocSetCustomPFPvi11dtAllocHintEPFvS_E | dtAllocSetCustom(void* (*)(int, dtAllocHint), void (*)(void*))
00000000003ae158   | _ZNSt6__ndk112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE7replaceEmmmc | std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> >::replace(unsigned long, unsigned long, unsigned long, char)
0000000000271bd8   | _ZNK15b2RevoluteJoint10GetAnchorBEv      | b2RevoluteJoint::GetAnchorB() const
000000000027b814   | _ZN31CricketAudioHandheldAudioDeviceC1Ev | CricketAudioHandheldAudioDevice::CricketAudioHandheldAudioDevice()
00000000002bb654   | res1_inverse                             | res1_inverse
000000000030aa90   | _ZN7PNGUtil9saveImageEPKcRK9ImageDesc    | PNGUtil::saveImage(char const*, ImageDesc const&)
000000000031b930   | _ZN8tinyxml210XMLElement7SetTextEf       | tinyxml2::XMLElement::SetText(float)
00000000003a7764   | _ZNSt6__ndk110__time_putD2Ev             | std::__ndk1::__time_put::~__time_put()
00000000001e3774   | _ZN5Stats17setupInitialStateEv           | Stats::setupInitialState()
0000000000270404   | _ZN16b2PrismaticJoint4DumpEv             | b2PrismaticJoint::Dump()
00000000002e30f4   | _ZN10HUDMiniMap8doUpdateEf               | HUDMiniMap::doUpdate(float)
000000000031f9a4   | _Z25dtRandomPointInConvexPolyPKfiPfffS1_ | dtRandomPointInConvexPoly(float const*, int, float*, float, float, float*)
000000000027ba44   | _ZN31CricketAudioHandheldAudioDevice12createBufferEPKhj | CricketAudioHandheldAudioDevice::createBuffer(unsigned char const*, unsigned int)
00000000002f3508   | _ZN14MenuBackgroundD0Ev                  | MenuBackground::~MenuBackground()
000000000030df30   | _ZNK9Matrix4x414getEulerAnglesER7Vector3PS0_ | Matrix4x4::getEulerAngles(Vector3&, Vector3*) const
000000000031c7a0   | _ZN8tinyxml211XMLDocumentC2EbNS_10WhitespaceE | tinyxml2::XMLDocument::XMLDocument(bool, tinyxml2::Whitespace)
000000000036fb10   | _ZNSt6__ndk115basic_streambufIwNS_11char_traitsIwEEE5sgetnEPwl | std::__ndk1::basic_streambuf<wchar_t, std::__ndk1::char_traits<wchar_t> >::sgetn(wchar_t*, long)
000000000038db18   | _ZNKSt6__ndk110moneypunctIwLb1EE13do_pos_formatEv | std::__ndk1::moneypunct<wchar_t, true>::do_pos_format() const
00000000002a58f0   | _ZN3Cki5Sound22setCustomStreamHandlerEPFP14CkCustomStreamPKcPvES5_ | Cki::Sound::setCustomStreamHandler(CkCustomStream* (*)(char const*, void*), void*)
0000000000294bc0   | _ZN3Cki9AudioUtil5clampEPKfPfi           | Cki::AudioUtil::clamp(float const*, float*, int)
000000000035cb0c   | png_set_swap                             | png_set_swap
000000000031b7ec   | _ZN8tinyxml210XMLElement7SetTextEi       | tinyxml2::XMLElement::SetText(int)
0000000000237798   | _ZN13GameStateBase11updateTreesEf        | GameStateBase::updateTrees(float)
00000000002b73ec   | oggpack_writetrunc                       | oggpack_writetrunc
000000000031b858   | _ZN8tinyxml210XMLElement7SetTextEj       | tinyxml2::XMLElement::SetText(unsigned int)
0000000000320f18   | _ZNK9dtNavMesh21findNearestPolyInTileEPK10dtMeshTilePKfS4_Pf | dtNavMesh::findNearestPolyInTile(dtMeshTile const*, float const*, float const*, float*) const
00000000002a3d28   | _ZN3Cki4ListINS_5SoundELi2EE8addAfterEPS1_S3_ | Cki::List<Cki::Sound, 2>::addAfter(Cki::Sound*, Cki::Sound*)
000000000025386c   | _ZN13GameStateBase19mpClientPickVehicleEv | GameStateBase::mpClientPickVehicle()
000000000027752c   | _ZN24GLESHandheldRenderDevice11bindCubeMapEj | GLESHandheldRenderDevice::bindCubeMap(unsigned int)
0000000000259088   | _ZN20GameStateMultiplayerD0Ev            | GameStateMultiplayer::~GameStateMultiplayer()
00000000002ac200   | _ZN3Cki4Cond4waitERNS_5MutexE            | Cki::Cond::wait(Cki::Mutex&)
00000000002dfe8c   | _ZN11FuelReadout6onPushEv                | FuelReadout::onPush()
000000000031eb34   | _ZNK8tinyxml210XMLComment9ToCommentEv    | tinyxml2::XMLComment::ToComment() const
000000000032acd4   | jpeg_write_m_header                      | jpeg_write_m_header
000000000027d374   | _ZN26AndroidHandheldInputDeviceC1EP27AndroidHandheldSystemDevice | AndroidHandheldInputDevice::AndroidHandheldInputDevice(AndroidHandheldSystemDevice*)
00000000002e61e8   | _ZN14InteractiveBox22getSingleClickPositionERfS0_ | InteractiveBox::getSingleClickPosition(float&, float&)
00000000002e29a4   | _ZN15ThreeSliceImage11adjustdebugEv      | ThreeSliceImage::adjustdebug()
00000000002e651c   | _ZN12SteeringItem6onPushEv               | SteeringItem::onPush()
000000000034bbe0   | png_get_sRGB                             | png_get_sRGB
0000000000203468   | _ZN7Vehicle10detachToolEP4Tool8PlayModeb | Vehicle::detachTool(Tool*, PlayMode, bool)
0000000000200da0   | _ZN7Vehicle18lookForTargetTreesEf8PlayMode | Vehicle::lookForTargetTrees(float, PlayMode)
000000000025afc0   | _ZN17GameStateSaveGame22processDialogYesButtonEj | GameStateSaveGame::processDialogYesButton(unsigned int)
0000000000306570   | _ZN13ImageLoadUtil14getImageFormatEPhj   | ImageLoadUtil::getImageFormat(unsigned char*, unsigned int)
000000000023c2fc   | _ZN13GameStateBase9onMessageEji          | GameStateBase::onMessage(unsigned int, int)
000000000030b278   | _ZN7AStar2DC2EPhjj                       | AStar2D::AStar2D(unsigned char*, unsigned int, unsigned int)
00000000001b1640   | _ZN7Barrier6updateEfb                    | Barrier::update(float, bool)
0000000000277a18   | _ZN24GLESHandheldRenderDevice12setAlphaTestEb | GLESHandheldRenderDevice::setAlphaTest(bool)
000000000028c570   | _ZN3Cki4Bank7destroyEv                   | Cki::Bank::destroy()
00000000002d0af8   | _ZN13GenericButton15setHoldCallbackEjj   | GenericButton::setHoldCallback(unsigned int, unsigned int)
0000000000311c84   | _ZNSt6__ndk113basic_filebufIcNS_11char_traitsIcEEE6setbufEPcl | std::__ndk1::basic_filebuf<char, std::__ndk1::char_traits<char> >::setbuf(char*, long)
00000000003b7db4   | _ZNKSt6__ndk120__vector_base_commonILb1EE20__throw_out_of_rangeEv | std::__ndk1::__vector_base_common<true>::__throw_out_of_range() const
000000000023526c   | _ZThn152_N13GameStateBaseD0Ev            | non-virtual thunk to GameStateBase::~GameStateBase()
0000000000254188   | _ZN19GameStateChooseMode21processDialogNoButtonEj | GameStateChooseMode::processDialogNoButton(unsigned int)
000000000026ad14   | _ZN24b2ChainAndPolygonContactD0Ev        | b2ChainAndPolygonContact::~b2ChainAndPolygonContact()
000000000028558c   | _ZN15AndroidActivity10getGpuInfoEv       | AndroidActivity::getGpuInfo()
00000000002e3a3c   | _ZN11MinimapPaneD2Ev                     | MinimapPane::~MinimapPane()
00000000002d3694   | _ZN16ShopImageDisplay5resetEv            | ShopImageDisplay::reset()
00000000002fbe50   | _ZN10ShopScreen6updateEfP7Adapter        | ShopScreen::update(float, Adapter*)
00000000003125b4   | _ZTv0_n24_NSt6__ndk114basic_ifstreamIcNS_11char_traitsIcEEED1Ev | virtual thunk to std::__ndk1::basic_ifstream<char, std::__ndk1::char_traits<char> >::~basic_ifstream()
000000000032c8c8   | jinit_huff_encoder                       | jinit_huff_encoder
000000000039efb4   | _ZNKSt6__ndk17codecvtIwc9mbstate_tE16do_always_noconvEv | std::__ndk1::codecvt<wchar_t, char, mbstate_t>::do_always_noconv() const
00000000003b09a0   | _ZNSt6__ndk112basic_stringIwNS_11char_traitsIwEENS_9allocatorIwEEE6__initEmw | std::__ndk1::basic_string<wchar_t, std::__ndk1::char_traits<wchar_t>, std::__ndk1::allocator<wchar_t> >::__init(unsigned long, wchar_t)
00000000003acfa0   | _ZdlPv                                   | operator delete(void*)
00000000002a610c   | _ZN3Cki8TreeNodeINS_5MixerEE8addChildEPS1_ | Cki::TreeNode<Cki::Mixer>::addChild(Cki::Mixer*)
00000000002bf8bc   | ogg_packet_clear                         | ogg_packet_clear
00000000002c1570   | _ZN7Adapter16getCallbackCountEv          | Adapter::getCallbackCount()
00000000003cd94c   | __cxa_pure_virtual                       | __cxa_pure_virtual
000000000031f528   | _Z16dtPointInPolygonPKfS0_i              | dtPointInPolygon(float const*, float const*, int)
00000000002f70ec   | _ZN13NewHelpScreen14setTocCallbackEjjj   | NewHelpScreen::setTocCallback(unsigned int, unsigned int, unsigned int)
0000000000290a70   | _ZN3Cki9AudioUtil14mixVol_defaultEPKffPffi | Cki::AudioUtil::mixVol_default(float const*, float, float*, float, int)
000000000029e9c0   | _ZN3Cki10GraphSound7playSubEv            | Cki::GraphSound::playSub()
00000000002a30b4   | _ZN3Cki4ListINS_5SoundELi0EE4Node7getPrevEv | Cki::List<Cki::Sound, 0>::Node::getPrev()
00000000002d12f4   | _ZN16MultiImageButton19setImagesToReleasedEv | MultiImageButton::setImagesToReleased()
0000000000389d64   | _ZNKSt6__ndk18time_getIcNS_19istreambuf_iteratorIcNS_11char_traitsIcEEEEE11do_get_yearES4_S4_RNS_8ios_baseERjP2tm | std::__ndk1::time_get<char, std::__ndk1::istreambuf_iterator<char, std::__ndk1::char_traits<char> > >::do_get_year(std::__ndk1::istreambuf_iterator<char, std::__ndk1::char_traits<char> >, std::__ndk1::istreambuf_iterator<char, std::__ndk1::char_traits<char> >, std::__ndk1::ios_base&, unsigned int&, tm*) const
000000000038dac8   | _ZNKSt6__ndk110moneypunctIwLb1EE16do_negative_signEv | std::__ndk1::moneypunct<wchar_t, true>::do_negative_sign() const
00000000003a22f4   | _ZNKSt6__ndk120__codecvt_utf8_utf16IDiE11do_encodingEv | std::__ndk1::__codecvt_utf8_utf16<char32_t>::do_encoding() const
00000000003b6578   | _ZNSt6__ndk112system_errorD0Ev           | std::__ndk1::system_error::~system_error()
000000000029a3ac   | _ZN3Cki5ArrayINS_6Effect11FactoryInfoEE10assignImplEPKS2_i | Cki::Array<Cki::Effect::FactoryInfo>::assignImpl(Cki::Effect::FactoryInfo const*, int)
00000000002be320   | ogg_stream_clear                         | ogg_stream_clear
00000000002c1e34   | _ZN7Adapter18setAmountDeliveredEjj       | Adapter::setAmountDelivered(unsigned int, unsigned int)
0000000000258bd0   | _ZN13GameStateLogo9onMessageEji          | GameStateLogo::onMessage(unsigned int, int)
000000000026f340   | _ZN12b2MouseJoint4DumpEv                 | b2MouseJoint::Dump()
00000000002a0e00   | _ZN3Cki13AudioFileInfo7readAllENS0_6FormatE | Cki::AudioFileInfo::readAll(Cki::AudioFileInfo::Format)
00000000002a9168   | _ZN3Cki12StreamSourceD1Ev                | Cki::StreamSource::~StreamSource()
0000000000314c70   | _ZN10StringUtil10substituteEccRKNSt6__ndk112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEE | StringUtil::substitute(char, char, std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> > const&)
000000000027f638   | _ZN21GenericHandheldClientC1Ev           | GenericHandheldClient::GenericHandheldClient()
000000000029ba88   | _ZN3Cki21BiquadFilterProcessor11process_sseEPiS1_i | Cki::BiquadFilterProcessor::process_sse(int*, int*, int)
00000000002f251c   | _ZN16InteractiveImage16attachChildFrontEP8MenuItem | InteractiveImage::attachChildFront(MenuItem*)
0000000000339ce4   | jinit_color_deconverter                  | jinit_color_deconverter
000000000034c260   | png_free                                 | png_free
00000000003ad9c8   | _ZNSt6__ndk112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEC2ERKS5_ | std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> >::basic_string(std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> > const&)
000000000025bac0   | _ZN20GameStateStartScreen12onStateStartEN10IGameState10eGameStateE | GameStateStartScreen::onStateStart(IGameState::eGameState)
00000000002b7ed0   | oggpackB_read                            | oggpackB_read
00000000002e6dbc   | _ZN18AcceleratorReadoutC2Ejii10eAlignmentS0_ii | AcceleratorReadout::AcceleratorReadout(unsigned int, int, int, eAlignment, eAlignment, int, int)
00000000002a2f84   | _ZNK3Cki12SharedBuffer7getRefsEv         | Cki::SharedBuffer::getRefs() const
000000000030f5d4   | _ZN5PlaneC1Ev                            | Plane::Plane()
000000000027bb08   | _ZN31CricketAudioHandheldAudioDevice16lockSampleBufferEj | CricketAudioHandheldAudioDevice::lockSampleBuffer(unsigned int)
00000000001c97a0   | _ZN19InGameMessageSystemD1Ev             | InGameMessageSystem::~InGameMessageSystem()
00000000001e3760   | _ZN5StatsC2Ev                            | Stats::Stats()
0000000000384518   | _ZNSt6__ndk19__num_getIwE19__stage2_float_loopEwRbRcPcRS4_wwRKNS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEPjRSE_RjPw | std::__ndk1::__num_get<wchar_t>::__stage2_float_loop(wchar_t, bool&, char&, char*, char*&, wchar_t, wchar_t, std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> > const&, unsigned int*, unsigned int*&, unsigned int&, wchar_t*)
00000000002a1ed4   | _ZN3Cki8OpenSLES14slCreateEngineEPPKPK12SLObjectItf_jPK15SLEngineOption_jPKPK14SLInterfaceID_PKj | Cki::OpenSLES::slCreateEngine(SLObjectItf_ const* const**, unsigned int, SLEngineOption_ const*, unsigned int, SLInterfaceID_ const* const*, unsigned int const*)
00000000002d8ea8   | _ZN11RangeButtonD1Ev                     | RangeButton::~RangeButton()
000000000037c434   | _ZNKSt16nested_exception14rethrow_nestedEv | std::nested_exception::rethrow_nested() const
000000000036f838   | _ZNSt6__ndk115basic_streambufIcNS_11char_traitsIcEEE6xsputnEPKcl | std::__ndk1::basic_streambuf<char, std::__ndk1::char_traits<char> >::xsputn(char const*, long)
00000000003ae34c   | _ZNSt6__ndk112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE7reserveEm | std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> >::reserve(unsigned long)
000000000035f9fc   | png_image_write_to_file                  | png_image_write_to_file
000000000037381c   | _ZNSt6__ndk113basic_istreamIwNS_11char_traitsIwEEE6sentryC2ERS3_b | std::__ndk1::basic_istream<wchar_t, std::__ndk1::char_traits<wchar_t> >::sentry::sentry(std::__ndk1::basic_istream<wchar_t, std::__ndk1::char_traits<wchar_t> >&, bool)
00000000003ad730   | _ZNSt6__ndk112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE21__grow_by_and_replaceEmmmmmmPKc | std::__ndk1::basic_string<char, std::__ndk1::char_traits<char>, std::__ndk1::allocator<char> >::__grow_by_and_replace(unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, char const*)
00000000001b5044   | _ZN5FieldC2ER9FieldDescNS0_4TYPEEP24GLESHandheldRenderDevice | Field::Field(FieldDesc&, FieldDesc::TYPE, GLESHandheldRenderDevice*)
000000000031ef7c   | _Z6dtSqrtf                               | dtSqrt(float)
00000000002b3478   | ov_raw_total                             | ov_raw_total
00000000002d1c20   | _ZN14MenuButtonBase7onInputERjS0_        | MenuButtonBase::onInput(unsigned int&, unsigned int&)
00000000003a9c6c   | _ZNSt6__ndk116__narrow_to_utf8ILm16EED1Ev | std::__ndk1::__narrow_to_utf8<16ul>::~__narrow_to_utf8()
000000000031713c   | _ZN9XMLReader17getAttributeValueEPKcPb   | XMLReader::getAttributeValue(char const*, bool*)
0000000000237924   | _ZN13GameStateBase20updateGameLogicStateEf | GameStateBase::updateGameLogicState(float)
0000000000273dd0   | _ZN24HandheldRenderDeviceBase8initFontEjjffPKNS_8FontInfoEjjf | HandheldRenderDeviceBase::initFont(unsigned int, unsigned int, float, float, HandheldRenderDeviceBase::FontInfo const*, unsigned int, unsigned int, float)
00000000002c28e8   | _ZN18GUIResourceManager14getScreenScaleERfS0_ | GUIResourceManager::getScreenScale(float&, float&)
00000000002d00d0   | _ZN9MenuImage8setDebugEbj                | MenuImage::setDebug(bool, unsigned int)
00000000002a3a48   | _ZN3Cki4ListINS_5SoundELi2EED1Ev         | Cki::List<Cki::Sound, 2>::~List()
00000000003171bc   | _ZN9XMLReader17getAttributeValueEPKcPd   | XMLReader::getAttributeValue(char const*, double*)
0000000000376608   | _ZNSt6__ndk113basic_istreamIwNS_11char_traitsIwEEE4syncEv | std::__ndk1::basic_istream<wchar_t, std::__ndk1::char_traits<wchar_t> >::sync()
00000000002c1f94   | _ZN18GUIResourceManager12loadResourceEPKc16eResourceHandles | GUIResourceManager::loadResource(char const*, eResourceHandles)
0000000000285260   | _ZN15AndroidActivity12restoreStateEPvm   | AndroidActivity::restoreState(void*, unsigned long)
000000000034ad00   | png_chunk_benign_error                   | png_chunk_benign_error
00000000002f563c   | _ZN17MultiplayerScreen19setPrevPageCallbackEjj | MultiplayerScreen::setPrevPageCallback(unsigned int, unsigned int)
000000000028a704   | _ZN3Cki10AudioGraph4stopEv               | Cki::AudioGraph::stop()
00000000002b7a0c   | oggpackB_readinit                        | oggpackB_readinit
000000000030094c   | _ZN14ShopScreenBase21disableBuyCoinsWindowEv | ShopScreenBase::disableBuyCoinsWindow()
000000000031717c   | _ZN9XMLReader17getAttributeValueEPKcPf   | XMLReader::getAttributeValue(char const*, float*)
00000000003ac4bc   | _ZNSt6__ndk15mutex6unlockEv              | std::__ndk1::mutex::unlock()
000000000024d144   | _ZN13GameStateBase11getSettingsEv        | GameStateBase::getSettings()
000000000027e474   | _ZN21HandheldNetworkDevice13stopDiscoveryEv | HandheldNetworkDevice::stopDiscovery()
00000000001f0308   | _ZN4Tool9tryPickupE8PlayModef            | Tool::tryPickup(PlayMode, float)
0000000000256ff0   | _ZN19GameStateIngameShop6renderEP10Renderer3DP24GLESHandheldRenderDevice | GameStateIngameShop::render(Renderer3D*, GLESHandheldRenderDevice*)
00000000002a1ea8   | _ZN3Cki8OpenSLES8shutdownEv              | Cki::OpenSLES::shutdown()
00000000002f63d0   | _ZN13NewHelpScreenC1EP18GUIResourceManagerP24GLESHandheldRenderDevice | NewHelpScreen::NewHelpScreen(GUIResourceManager*, GLESHandheldRenderDevice*)
00000000002a7c80   | _ZN3Cki10SourceNode12processFloatEibRb   | Cki::SourceNode::processFloat(int, bool, bool&)
000000000036ff88   | _ZNSt6__ndk115basic_streambufIwNS_11char_traitsIwEEE9pbackfailEj | std::__ndk1::basic_streambuf<wchar_t, std::__ndk1::char_traits<wchar_t> >::pbackfail(unsigned int)
000000000038daa8   | _ZNKSt6__ndk110moneypunctIwLb1EE14do_curr_symbolEv | std::__ndk1::moneypunct<wchar_t, true>::do_curr_symbol() const
000000000027b1bc   | _ZN24AndroidAchievementDevice6unlockEj   | AndroidAchievementDevice::unlock(unsigned int)
00000000002b00f4   | _ZNK3Cki6String6equalsERKS0_b            | Cki::String::equals(Cki::String const&, bool) const
00000000002e6d98   | _ZN16AcceleratorLever15resetYPosSoftlyEv | AcceleratorLever::resetYPosSoftly()
00000000003170bc   | _ZN9XMLReader17getAttributeValueEPKcPi   | XMLReader::getAttributeValue(char const*, int*)
00000000001edf30   | _ZN4Tool6updateEfbP7VehiclePS_P12VehicleSound8PlayMode | Tool::update(float, bool, Vehicle*, Tool*, VehicleSound*, PlayMode)
00000000002a5c94   | _ZN3Cki5Sound9getMsLeftEv                | Cki::Sound::getMsLeft()
00000000002c66e8   | _ZN8MenuItem12processInputEN23HandheldInputDeviceBase9TouchDescERjS2_ | MenuItem::processInput(HandheldInputDeviceBase::TouchDesc, unsigned int&, unsigned int&)
00000000003170fc   | _ZN9XMLReader17getAttributeValueEPKcPj   | XMLReader::getAttributeValue(char const*, unsigned int*)
00000000002993cc   | _ZN3Cki13EffectBusNode7processIiEENS_12BufferHandleEibRb | Cki::BufferHandle Cki::EffectBusNode::process<int>(int, bool, bool&)
00000000002a7404   | _ZN3Cki9SoundNameC1Ev                    | Cki::SoundName::SoundName()
